iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.6689685999990616,593180.9473364725,593180.9473364725,593180.9473364725,287,100,-5810.220417997588,15445,0.0
2,0.8574088999994274,593180.9473364725,593180.9473364725,593180.9473364725,288,200,-5810.220427864111,15015,0.0
3,1.1049211999998079,593180.9473364725,593180.9473364725,593180.9473364725,293,300,-6730.016891314083,13406,0.0
4,1.406672900000558,593180.9473364725,593180.9473364725,593180.9473364725,291,400,-10303.193227864112,9413,0.0
5,1.7586807999996381,593180.9473364868,593180.9473364868,593180.9473364868,291,500,-8457.317860652913,8950,0.0
