N,seed,scenario,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,min_reduced_cost,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,mechanism
100,1,P,CG+IR,ok,,364707.71118601103,14.21914629999992,0.0,1.9756132579324847e-05,0.0019756132579324,364700.50597211614,364700.50597211614,364707.71118601103,0.0,0.0,42821.0,1.0,14.21914629999992,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42821.0,0.0,0.0,0.0,364707.71118601103,0.0,19.0,99407.75876931816,0.0,99407.75876931816,0.2105263157894736,0.0,0.7894736842105263,0.0,48.0,156844.73642440006,0.0,156844.73642440006,0.125,0.0,0.875,0.0,19.0,61055.21599229296,0.0,61055.21599229296,0.0,0.0,1.0,0.0,14.0,47400.0,0.0,47400.0,0.0714285714285714,0.0,0.9285714285714286,0.0,4.0,6.0,0.0745091195533983,44.036075802915605,14.470665164757005,2.0,2.0,0.1307648626580228,1.0,4.0,0.0826329076007791,0.0,0.0,0.0,1.0,0.0,0.0714285714285714,11.0,0.0,89.0,0.11,0.0,0.89,SP_only
100,1,P,rolling_horizon,ok,,371134.0128247805,13.828041900000244,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,362734.0128247805,8400.0,19.0,103947.79191693148,0.0,103947.79191693148,0.1578947368421052,0.0,0.8421052631578947,0.0,48.0,150331.0049155561,8400.0,158731.0049155561,0.1666666666666666,0.0,0.8333333333333334,0.21875,19.0,61055.21599229296,0.0,61055.21599229296,0.0,0.0,1.0,0.0,14.0,47400.0,0.0,47400.0,0.0714285714285714,0.0,0.9285714285714286,0.0,2.0,4.0,0.0380104967619548,27.485978352495803,14.780126295139445,2.0,1.0,0.1393409083745671,0.0,3.0,0.0240327586891397,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,88.0,0.12,0.0,0.88,SP_only
100,1,P,fix_and_optimize,ok,,372948.0882802257,10.570413800000097,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,365348.0882802257,7600.0,19.0,109038.37973698309,0.0,109038.37973698309,0.1052631578947368,0.0,0.8947368421052632,0.0,48.0,147854.49255094968,7600.0,155454.49255094968,0.1875,0.0,0.8125,0.1979166666666666,19.0,61055.21599229296,0.0,61055.21599229296,0.0,0.0,1.0,0.0,14.0,47400.0,0.0,47400.0,0.0714285714285714,0.0,0.9285714285714286,0.0,3.0,4.0,0.0485090090018614,28.47866625830838,14.69205333012632,0.0,2.0,0.0594796737671017,3.0,1.0,0.0683415905169581,0.0,0.0,0.0,0.0,1.0,0.0314564824140869,12.0,0.0,88.0,0.12,0.0,0.88,SP_only
100,2,P,CG+IR,ok,,370575.4651081712,15.438905499999237,0.0,3.179559808565852e-06,0.0003179559808565,370574.2868413163,370574.2868413163,370575.4651081712,0.0,0.0,44271.0,1.0,15.438905499999237,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44271.0,0.0,0.0,0.0,370575.4651081712,0.0,23.0,132629.23759875784,0.0,132629.23759875784,0.1304347826086956,0.0,0.8695652173913043,0.0,53.0,156931.45479586968,0.0,156931.45479586968,0.1886792452830188,0.0,0.8113207547169812,0.0,12.0,37814.77271354369,0.0,37814.77271354369,0.0,0.0,1.0,0.0,12.0,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0689468528462084,39.940355451565416,14.69334146770109,0.0,3.0,0.08457257624849,4.0,2.0,0.0933870949227466,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,87.0,0.13,0.0,0.87,SP_only
100,2,P,rolling_horizon,ok,,377612.9861203993,12.906447299999854,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,374412.9861203993,3200.0,23.0,143371.75276698396,0.0,143371.75276698396,0.0434782608695652,0.0,0.9565217391304348,0.0,53.0,150026.46063987166,3200.0,153226.46063987166,0.2452830188679245,0.0,0.7547169811320755,0.0754716981132075,12.0,37814.77271354369,0.0,37814.77271354369,0.0,0.0,1.0,0.0,12.0,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0808966966824258,40.57047594059247,14.665083081734643,1.0,0.0,0.0434782608695652,6.0,3.0,0.1337673522309922,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,86.0,0.14,0.0,0.86,SP_only
100,2,P,fix_and_optimize,ok,,375418.8198474637,9.78841790000115,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,369018.8198474637,6400.0,23.0,137833.1750406461,0.0,137833.1750406461,0.0869565217391304,0.0,0.9130434782608696,0.0,53.0,150170.87209327388,6400.0,156570.87209327388,0.2452830188679245,0.0,0.7547169811320755,0.1509433962264151,12.0,37814.77271354369,0.0,37814.77271354369,0.0,0.0,1.0,0.0,12.0,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0869573643109727,45.05202430565808,14.727495315192549,1.0,1.0,0.084206686318849,6.0,3.0,0.1275279744483724,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,85.0,0.15,0.0,0.85,SP_only
100,1,P,CG+IR,ok,,221931.8651293569,1.3194085000013729,0.0,0.0,0.0,221931.8651293569,221931.8651293569,221931.8651293569,0.0,0.0,17533.0,1.0,1.3194085000013729,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,17533.0,0.0,0.0,0.0,220306.8651293569,1625.0,19.0,59917.04697288251,0.0,59917.04697288251,0.0,1.0,0.0,0.0,48.0,98762.73824812064,0.0,98762.73824812064,0.0,0.8541666666666666,0.1458333333333333,0.0,19.0,36427.07990835387,1625.0,38052.07990835387,0.0,0.7894736842105263,0.2105263157894736,0.1710526315789473,14.0,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0,37.0,2.0,0.3809195132655805,28.568963494918545,16.038251589599877,8.0,0.0,0.4210526315789473,14.0,2.0,0.3144156526366261,5.0,0.0,0.2631578947368421,10.0,0.0,0.7142857142857143,0.0,89.0,11.0,0.0,0.89,0.11,BS_only
100,1,P,rolling_horizon,ok,,250467.3324714462,3.0046060000004218,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,245242.3324714462,5225.0,19.0,69946.18835973393,1500.0,71446.18835973393,0.0,0.8421052631578947,0.1578947368421052,0.0394736842105263,48.0,107540.89779302511,600.0,108140.89779302511,0.0,0.7916666666666666,0.2083333333333333,0.015625,19.0,35355.24631868714,3125.0,38480.24631868714,0.0,0.8421052631578947,0.1578947368421052,0.3289473684210526,14.0,32400.0,0.0,32400.0,0.0,0.7142857142857143,0.2857142857142857,0.0,35.0,3.0,0.3554284004009951,26.65713003007464,15.664011975956027,5.0,1.0,0.2800979916387593,21.0,1.0,0.4417739314431148,5.0,1.0,0.2639910257733461,4.0,0.0,0.2857142857142857,0.0,80.0,20.0,0.0,0.8,0.2,BS_only
100,1,P,fix_and_optimize,ok,,250058.4130992468,2.706710700000258,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,244583.4130992468,5475.0,19.0,73031.07430582694,0.0,73031.07430582694,0.0,0.7894736842105263,0.2105263157894736,0.0,48.0,101736.2751320824,3600.0,105336.2751320824,0.0,0.8541666666666666,0.1458333333333333,0.09375,19.0,33816.063661337445,1500.0,35316.063661337445,0.0,0.8947368421052632,0.1052631578947368,0.1578947368421052,14.0,36000.0,375.0,36375.0,0.0,0.5714285714285714,0.4285714285714285,0.0178571428571428,40.0,5.0,0.4262133700320544,31.96600275240408,15.533187479822535,8.0,1.0,0.4701338180187416,23.0,2.0,0.4893781821316327,7.0,0.0,0.3684210526315789,2.0,2.0,0.2284744084664985,0.0,81.0,19.0,0.0,0.81,0.19,BS_only
100,2,P,CG+IR,ok,,225296.0627496836,1.380854099999851,0.0,0.0,0.0,225296.0627496836,225296.0627496836,225296.0627496836,0.0,0.0,17323.0,1.0,1.380854099999851,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,17323.0,0.0,0.0,0.0,223896.0627496836,1400.0,23.0,74556.17795751059,0.0,74556.17795751059,0.0,1.0,0.0,0.0,53.0,104675.0135969829,1400.0,106075.0135969829,0.0,0.8490566037735849,0.1509433962264151,0.0330188679245283,12.0,23064.871195190062,0.0,23064.871195190062,0.0,0.75,0.25,0.0,12.0,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,35.0,5.0,0.3708138252288913,27.81103689216685,16.13805225581028,7.0,3.0,0.3715637992153503,15.0,1.0,0.2931074269619728,5.0,1.0,0.4167267926626263,8.0,0.0,0.6666666666666666,0.0,89.0,11.0,0.0,0.89,0.11,BS_only
100,2,P,rolling_horizon,ok,,252478.99349609725,2.86585020000166,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,248928.99349609725,3550.0,23.0,90645.4506627186,0.0,90645.4506627186,0.0,0.782608695652174,0.217391304347826,0.0,53.0,104074.65948848164,1800.0,105874.65948848164,0.0,0.8867924528301887,0.1132075471698113,0.0424528301886792,12.0,23608.883344897,625.0,24233.883344897,0.0,0.75,0.25,0.1041666666666666,12.0,30600.0,1125.0,31725.0,0.0,0.5833333333333334,0.4166666666666667,0.0625,37.0,3.0,0.3879912282445531,29.09934211834148,15.764331157214215,8.0,0.0,0.3478260869565217,21.0,3.0,0.4301721287633077,5.0,0.0,0.4166666666666667,3.0,0.0,0.25,0.0,81.0,19.0,0.0,0.81,0.19,BS_only
100,2,P,fix_and_optimize,ok,,254088.66247452336,2.641229000000749,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,249288.66247452336,4800.0,23.0,91136.5017543359,0.0,91136.5017543359,0.0,0.782608695652174,0.217391304347826,0.0,53.0,102143.27737529046,3800.0,105943.27737529046,0.0,0.9056603773584906,0.0943396226415094,0.0896226415094339,12.0,23608.883344897,625.0,24233.883344897,0.0,0.75,0.25,0.1041666666666666,12.0,32400.0,375.0,32775.0,0.0,0.5,0.5,0.0208333333333333,41.0,5.0,0.4428206400796311,33.21154800597233,15.612762428638828,11.0,0.0,0.4782608695652174,22.0,4.0,0.4753882214824565,6.0,1.0,0.5072073557827431,2.0,0.0,0.1666666666666666,0.0,81.0,19.0,0.0,0.81,0.19,BS_only
100,1,P,CG+IR,ok,,186909.6553198853,16.256146400000944,0.0,0.0,0.0,186909.65533992345,186909.65533992345,186909.6553198853,0.0,0.0,42721.0,1.0,16.256146400000944,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42721.0,0.0,0.0,0.0,186909.6553198853,0.0,19.0,57945.15235819955,0.0,57945.15235819955,0.0526315789473684,0.9473684210526316,0.0,0.0,48.0,74436.8949655394,0.0,74436.8949655394,0.2708333333333333,0.7291666666666666,0.0,0.0,19.0,30527.60799614648,0.0,30527.60799614648,0.0,1.0,0.0,0.0,14.0,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,44.0,9.0,0.4818680027289602,68.75749514687341,15.994599068585108,6.0,1.0,0.3290370044924685,23.0,6.0,0.5407133319912923,7.0,1.0,0.4013323496688045,8.0,1.0,0.5968244720178435,15.0,85.0,0.0,0.15,0.85,0.0,Green_only_no_AE
100,1,P,Rolling-Horizon,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,1,P,Fix-and-Optimize,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,2,P,CG+IR,ok,,190056.86210777485,23.608319999999367,0.0,3.952162060076399e-05,0.0039521620600763,190049.3507525781,190049.3507525781,190056.86210777485,0.0,0.0,44171.0,1.0,23.608319999999367,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44171.0,0.0,0.0,0.0,190056.86210777485,0.0,23.0,74556.17795751059,0.0,74556.17795751059,0.0,1.0,0.0,0.0,53.0,76193.2977934924,0.0,76193.2977934924,0.3018867924528302,0.6981132075471698,0.0,0.0,12.0,18907.386356771844,0.0,18907.386356771844,0.0,1.0,0.0,0.0,12.0,20400.0,0.0,20400.0,0.0833333333333333,0.9166666666666666,0.0,0.0,44.0,10.0,0.4847543562739435,69.19244689370844,16.24073324443989,7.0,2.0,0.3423031367921919,25.0,4.0,0.5061730654403523,8.0,0.0,0.6666666666666666,4.0,4.0,0.4812742510696059,17.0,83.0,0.0,0.17,0.83,0.0,Green_only_no_AE
100,2,P,Rolling-Horizon,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,2,P,Fix-and-Optimize,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,1,L,CG+IR,ok,,176198.94506128863,18.724160599998868,0.0,3.017898237628704e-05,0.0030178982376287,176193.6275564309,176193.6275564309,176198.94506128863,0.0,0.0,42648.0,1.0,18.724160599998868,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42648.0,0.0,0.0,0.0,176198.94506128863,0.0,19.0,49100.5883483187,0.0,49100.5883483187,0.2631578947368421,0.7368421052631579,0.0,0.0,48.0,73682.22182532391,0.0,73682.22182532391,0.1666666666666666,0.8333333333333334,0.0,0.0,19.0,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14.0,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,51.0,5.0,0.5376359525220111,86.57619337852739,19.829692014392496,7.0,3.0,0.4616049475837233,28.0,1.0,0.6021964082090223,7.0,0.0,0.3684210526315789,9.0,1.0,0.6491195467198064,14.0,86.0,0.0,0.14,0.86,0.0,Hybrid
100,1,L,rolling_horizon,ok,,197516.1229614656,15.81986920000054,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,194991.1229614656,2525.0,19.0,60433.12904029398,0.0,60433.12904029398,0.0526315789473684,0.8947368421052632,0.0526315789473684,0.0,48.0,76700.10071248157,2400.0,79100.10071248157,0.2916666666666667,0.5833333333333334,0.125,0.0625,19.0,30857.89320869004,125.0,30982.89320869004,0.0,0.9473684210526316,0.0526315789473684,0.0131578947368421,14.0,27000.0,0.0,27000.0,0.0,0.9285714285714286,0.0714285714285714,0.0,48.0,10.0,0.518933563841829,66.74798920982599,19.29666807592808,11.0,1.0,0.610534604695925,17.0,8.0,0.4154019524297379,13.0,0.0,0.6842105263157895,7.0,1.0,0.5252789413094932,15.0,76.0,9.0,0.15,0.76,0.09,Hybrid
100,1,L,fix_and_optimize,ok,,185707.8035414884,13.030772400001297,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,183507.8035414884,2200.0,19.0,62735.61189337302,0.0,62735.61189337302,0.0,0.9473684210526316,0.0526315789473684,0.0,48.0,66156.05676046934,2200.0,68356.05676046934,0.375,0.5833333333333334,0.0416666666666666,0.0572916666666666,19.0,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14.0,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0,65.0,9.0,0.6815221904545559,97.83316821774912,18.909982967165103,16.0,0.0,0.8421052631578947,27.0,6.0,0.6218068960307493,12.0,2.0,0.6465745363673711,10.0,1.0,0.7157551317856836,18.0,79.0,3.0,0.18,0.79,0.03,Hybrid
100,2,L,CG+IR,ok,,188413.114326798,18.85844309999993,0.0,1.287582121560572e-05,0.0012875821215605,188410.68835322323,188410.68835322323,188413.114326798,0.0,0.0,44467.0,1.0,18.85844309999993,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44467.0,0.0,0.0,0.0,188413.114326798,0.0,23.0,58465.57703316085,0.0,58465.57703316085,0.3043478260869565,0.6956521739130435,0.0,0.0,53.0,89049.69488852093,0.0,89049.69488852093,0.0754716981132075,0.9245283018867924,0.0,0.0,12.0,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12.0,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,55.0,6.0,0.5894450469573964,99.01676513897112,19.240956502601254,12.0,5.0,0.6881328529459134,25.0,1.0,0.473914133546861,8.0,0.0,0.6666666666666666,10.0,0.0,0.8333333333333334,11.0,89.0,0.0,0.11,0.89,0.0,Hybrid
100,2,L,rolling_horizon,ok,,201613.6159505795,19.21063210000102,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,199463.6159505795,2150.0,23.0,71730.81313884766,0.0,71730.81313884766,0.0434782608695652,0.9565217391304348,0.0,0.0,53.0,86388.35916291221,1400.0,87788.35916291221,0.2264150943396226,0.6981132075471698,0.0754716981132075,0.0330188679245283,12.0,20944.44364881962,750.0,21694.44364881962,0.0,0.9166666666666666,0.0833333333333333,0.125,12.0,20400.0,0.0,20400.0,0.0833333333333333,0.9166666666666666,0.0,0.0,63.0,8.0,0.6694624984047971,84.37287253373498,18.88104603227215,10.0,4.0,0.5534652707932528,34.0,4.0,0.6644631813629227,7.0,0.0,0.5833333333333334,12.0,0.0,1.0,14.0,81.0,5.0,0.14,0.81,0.05,Hybrid
100,2,L,fix_and_optimize,ok,,200751.8711356849,13.495284000000538,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,196726.8711356849,4025.0,23.0,69337.42356243316,0.0,69337.42356243316,0.0869565217391304,0.9130434782608696,0.0,0.0,53.0,87091.60516813556,2400.0,89491.60516813556,0.1886792452830188,0.7547169811320755,0.0566037735849056,0.0566037735849056,12.0,19297.84240511622,1625.0,20922.84240511622,0.0,1.0,0.0,0.2708333333333333,12.0,21000.0,0.0,21000.0,0.1666666666666666,0.75,0.0833333333333333,0.0,66.0,6.0,0.6914914745366519,94.59171052239518,18.93269677349507,19.0,0.0,0.8260869565217391,33.0,4.0,0.6653817023451458,8.0,0.0,0.6666666666666666,6.0,2.0,0.573659769114372,14.0,82.0,4.0,0.14,0.82,0.04,Hybrid
100,1,L,CG+IR,ok,,342328.0613980272,16.704523000000336,0.0,3.883359948429627e-05,0.0038833599484296,342314.7675671986,342314.7675671986,342328.0613980272,0.0,0.0,42648.0,1.0,16.704523000000336,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42648.0,0.0,0.0,0.0,342328.0613980272,0.0,19.0,93176.35239228322,0.0,93176.35239228322,0.2631578947368421,0.0,0.7368421052631579,0.0,48.0,142919.43923045197,0.0,142919.43923045197,0.1666666666666666,0.0,0.8333333333333334,0.0,19.0,58832.26977529203,0.0,58832.26977529203,0.0,0.0,1.0,0.0,14.0,47400.0,0.0,47400.0,0.0714285714285714,0.0,0.9285714285714286,0.0,9.0,4.0,0.1107499777242894,58.86230278908423,18.21313407824304,3.0,2.0,0.2064984147679275,6.0,1.0,0.1347680754294335,0.0,0.0,0.0,0.0,1.0,0.0487614479446793,14.0,0.0,86.0,0.14,0.0,0.86,SP_only
100,1,L,rolling_horizon,ok,,352039.79620912106,10.85892860000058,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,345039.79620912106,7000.0,19.0,112544.2667813565,0.0,112544.2667813565,0.0526315789473684,0.0,0.9473684210526316,0.0,48.0,123263.25965247254,7000.0,130263.25965247254,0.3125,0.0,0.6875,0.1822916666666666,19.0,58832.26977529203,0.0,58832.26977529203,0.0,0.0,1.0,0.0,14.0,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0595104851618775,30.540591380764504,18.550822957232025,1.0,0.0,0.0526315789473684,3.0,7.0,0.1031468440872448,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,84.0,0.16,0.0,0.84,SP_only
100,1,L,fix_and_optimize,ok,,345042.4800085846,9.183962099999915,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,342042.4800085846,3000.0,19.0,112544.2667813565,0.0,112544.2667813565,0.0526315789473684,0.0,0.9473684210526316,0.0,48.0,120265.94345193608,3000.0,123265.94345193608,0.3333333333333333,0.0,0.6666666666666666,0.078125,19.0,58832.26977529203,0.0,58832.26977529203,0.0,0.0,1.0,0.0,14.0,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0,7.0,5.0,0.0949956470849664,44.66359866601873,18.42609088292428,0.0,1.0,0.0436173114628422,7.0,4.0,0.1806424123063051,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,83.0,0.17,0.0,0.83,SP_only
100,2,L,CG+IR,ok,,366797.9496139988,16.751319399998465,0.0,1.653439135050709e-05,0.0016534391350507,366791.8848331533,366791.8848331533,366797.9496139988,0.0,0.0,44467.0,1.0,16.751319399998465,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44467.0,0.0,0.0,0.0,366797.9496139988,0.0,23.0,109197.1590151186,0.0,109197.1590151186,0.3043478260869565,0.0,0.6956521739130435,0.0,53.0,175805.1057886477,0.0,175805.1057886477,0.0754716981132075,0.0,0.9245283018867924,0.0,12.0,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12.0,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0881994467588555,60.45800497021135,18.046096711610843,3.0,4.0,0.2479345912131269,3.0,1.0,0.0588197939242195,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,89.0,0.11,0.0,0.89,SP_only
100,2,L,rolling_horizon,ok,,377952.2732697424,11.226059500000702,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,369752.2732697424,8200.0,23.0,142360.24927933564,0.0,142360.24927933564,0.0434782608695652,0.0,0.9565217391304348,0.0,53.0,154596.3391801743,8200.0,162796.3391801743,0.2075471698113207,0.0,0.7924528301886793,0.1933962264150943,12.0,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12.0,34200.0,0.0,34200.0,0.25,0.0,0.75,0.0,5.0,4.0,0.0768906919973007,37.67282584277659,18.379568513400027,0.0,1.0,0.0351699920959356,4.0,2.0,0.0940810617627222,0.0,0.0,0.0,1.0,1.0,0.1578219256749398,15.0,0.0,85.0,0.15,0.0,0.85,SP_only
100,2,L,fix_and_optimize,ok,,375672.4347695687,9.76959859999988,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,367272.4347695687,8400.0,23.0,136376.77533829943,1000.0,137376.77533829943,0.0869565217391304,0.0,0.9130434782608696,0.0217391304347826,53.0,152099.97462103682,7400.0,159499.97462103682,0.2264150943396226,0.0,0.7735849056603774,0.1745283018867924,12.0,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12.0,40200.0,0.0,40200.0,0.0833333333333333,0.0,0.9166666666666666,0.0,6.0,6.0,0.0808451942503171,43.42048854004627,18.31335587510009,1.0,1.0,0.0740161912456327,4.0,5.0,0.1015499438940031,0.0,0.0,0.0,1.0,0.0,0.0833333333333333,15.0,0.0,85.0,0.15,0.0,0.85,SP_only
100,1,L,CG+IR,ok,,196338.60251038865,1.3710312000002889,0.0,2.495013812422822e-10,2.495013812422822e-08,196338.6024614019,196338.6024614019,196338.60251038865,0.0,0.0,17436.0,1.0,1.3710312000002889,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,17436.0,0.0,0.0,0.0,196338.60251038865,0.0,19.0,59150.23695702706,0.0,59150.23695702706,0.0,1.0,0.0,0.0,48.0,82572.23066571559,0.0,82572.23066571559,0.0,1.0,0.0,0.0,19.0,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14.0,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0,44.0,5.0,0.4552064413500348,34.140483101252606,19.87223613937267,7.0,2.0,0.3931443280784636,22.0,0.0,0.4583333333333333,8.0,1.0,0.4224589166504565,7.0,2.0,0.5731558917967136,0.0,100.0,0.0,0.0,1.0,0.0,BS_only
100,1,L,rolling_horizon,ok,,213142.4151200907,2.9391623999999865,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,212767.4151200907,375.0,19.0,62735.61189337302,0.0,62735.61189337302,0.0,0.9473684210526316,0.0526315789473684,0.0,48.0,92173.91001802764,0.0,92173.91001802764,0.0,0.875,0.125,0.0,19.0,30857.89320869004,0.0,30857.89320869004,0.0,0.9473684210526316,0.0526315789473684,0.0,14.0,27000.0,375.0,27375.0,0.0,0.9285714285714286,0.0714285714285714,0.0178571428571428,49.0,6.0,0.5248509459825756,39.36382094869317,19.31556594628396,7.0,2.0,0.4148102065774767,23.0,2.0,0.5064392548032027,10.0,1.0,0.5692046370530162,9.0,1.0,0.6771234527660336,0.0,91.0,9.0,0.0,0.91,0.09,BS_only
100,1,L,fix_and_optimize,ok,,216705.4363846947,2.629206300000078,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,213105.4363846947,3600.0,19.0,62735.61189337302,500.0,63235.61189337302,0.0,0.9473684210526316,0.0526315789473684,0.0131578947368421,48.0,90679.34874733284,1600.0,92279.34874733284,0.0,0.8958333333333334,0.1041666666666666,0.0416666666666666,19.0,30890.47574398883,1500.0,32390.47574398883,0.0,0.9473684210526316,0.0526315789473684,0.1578947368421052,14.0,28800.0,0.0,28800.0,0.0,0.8571428571428571,0.1428571428571428,0.0,52.0,1.0,0.5214119541767154,39.10589656325365,19.40557044063813,11.0,0.0,0.5789473684210527,23.0,0.0,0.4791666666666667,10.0,0.0,0.5263157894736842,8.0,1.0,0.5815139584051098,0.0,91.0,9.0,0.0,0.91,0.09,BS_only
