N,seed,scenario,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,min_reduced_cost,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,carbon_price,grid_factor,capacity_config,emissions_proxy_kg
100,1,U,CG+IR,ok,,161066.7564408896,66.80886700000156,0.0,2.0291007315286868e-05,0.0020291007315286,161063.4882341564,161063.4882341564,161066.7564408896,0.0,0,67860,1,66.80886700000156,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,67860,0.0,0.0,0,161066.7564408896,0.0,19,46762.28368945833,0.0,46762.28368945833,0.3157894736842105,0.6842105263157895,0.0,0.0,48,70488.33786378521,0.0,70488.33786378521,0.2291666666666666,0.7708333333333334,0.0,0.0,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,14400.0,0.0,14400.0,0.6428571428571429,0.3571428571428571,0.0,0.0,52,13,0.5770202516097479,109.03706938159225,15.80701988791158,6,6,0.4831902639947804,28,3,0.6022577003078108,12,0,0.631578947368421,6,4,0.543788609307075,26,74,0,0.26,0.74,0.0,100,0.565,expanded,91002.7173891026
100,2,U,CG+IR,ok,,173431.29083271933,46.04189030000089,0.0,4.22395461199168e-06,0.0004223954611991,173430.55826681855,173430.55826681855,173431.29083271933,0.0,0,71565,1,46.04189030000089,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,71565,0.0,0.0,0,173431.29083271933,0.0,23,49243.26848329954,0.0,49243.26848329954,0.4782608695652174,0.5217391304347826,0.0,0.0,53,83290.17994430357,0.0,83290.17994430357,0.1698113207547169,0.8301886792452831,0.0,0.0,12,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,53,12,0.603507724874009,132.94055478167175,15.507830571391658,13,8,0.796725207003515,29,4,0.585397975968303,6,0,0.5,5,0,0.4166666666666667,20,80,0,0.2,0.8,0.0,100,0.565,expanded,97988.6793204864
100,1,U,CG+IR,ok,,275947.4087504334,5.8816573999993125,0.0,0.0,0.0,275947.4087504334,275947.4087504334,275947.4087504334,0.0,0,30042,1,5.8816573999993125,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,30042,0.0,0.0,0,273547.4087504334,2400.0,19,59150.23695702706,0.0,59150.23695702706,0.0,1.0,0.0,0.0,48,125934.70979784302,1400.0,127334.70979784302,0.1041666666666666,0.375,0.5208333333333334,0.0364583333333333,19,62366.46199556324,1000.0,63366.46199556324,0.0,0.1052631578947368,0.8947368421052632,0.1052631578947368,14,26096.0,0.0,26096.0,0.2142857142857142,0.6428571428571429,0.1428571428571428,0.0,20,11,0.2503629562761771,32.74005303612034,15.201131097869249,7,4,0.4674083497014502,8,2,0.1858761210317209,0,0,0.0,5,5,0.5166773695548253,8,48,44,0.08,0.48,0.44,260,0.2,constrained,54709.481750086685
100,2,U,CG+IR,ok,,296038.6567885302,6.964791999998852,0.0,7.95502618790244e-05,0.0079550261879024,296015.10683585634,296015.10683585634,296038.6567885302,0.0,0,30918,1,6.964791999998852,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,30918,0.0,0.0,0,294588.6567885302,1450.0,23,73933.56713556702,0.0,73933.56713556702,0.0,1.0,0.0,0.0,53,141781.204237225,200.0,141981.204237225,0.1132075471698113,0.3773584905660377,0.5094339622641509,0.0047169811320754,12,37193.88541573812,1250.0,38443.88541573812,0.0,0.25,0.75,0.2083333333333333,12,41680.0,0.0,41680.0,0.1666666666666666,0.0,0.8333333333333334,0.0,24,3,0.2553175111964283,38.15529337386495,14.896595353373534,8,0,0.3478260869565217,14,2,0.2796127316254231,1,0,0.0833333333333333,1,1,0.1426896952912839,8,46,46,0.08,0.46,0.46,260,0.2,constrained,58917.73135770604
100,1,U,CG+IR,ok,,178339.47421345147,16.97617640000135,0.0,1.5858094429793794e-05,0.0015858094429793,178336.64608922883,178336.64608922883,178339.47421345147,0.0,0,42648,1,16.97617640000135,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,42648,0.0,0.0,0,178339.47421345147,0.0,19,51171.21168002153,0.0,51171.21168002153,0.2105263157894736,0.7894736842105263,0.0,0.0,48,73752.12764578388,0.0,73752.12764578388,0.1666666666666666,0.8333333333333334,0.0,0.0,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,41,8,0.458830071352083,70.47874702465863,15.935632243189255,5,3,0.3573859147874799,21,4,0.4898730249457072,6,1,0.3462510293080127,9,0,0.6428571428571429,13,87,0,0.13,0.87,0.0,260,0.2,baseline,35667.89484269029
100,2,U,CG+IR,ok,,190845.92207749336,22.98566589999973,0.0,8.302900139235905e-05,0.0083029001392359,190830.07633116347,190830.07633116347,190845.92207749336,0.0,0,44467,1,22.98566589999973,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,44467,0.0,0.0,0,190845.92207749336,0.0,23,71908.2069146626,0.0,71908.2069146626,0.0434782608695652,0.9565217391304348,0.0,0.0,53,78039.87275771453,0.0,78039.87275771453,0.2830188679245283,0.7169811320754716,0.0,0.0,12,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,46,10,0.5003221098826365,69.1768228193157,15.68963581018471,9,1,0.405983622820929,24,7,0.5096111761991701,4,1,0.3601864743612116,9,1,0.7802464693743106,16,84,0,0.16,0.84,0.0,260,0.2,baseline,38169.18441549868
100,1,U,CG+IR,ok,,161066.7564408896,46.95717859999968,0.0,2.0291007315286868e-05,0.0020291007315286,161063.4882341564,161063.4882341564,161066.7564408896,0.0,0,67860,1,46.95717859999968,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,67860,0.0,0.0,0,161066.7564408896,0.0,19,46762.28368945833,0.0,46762.28368945833,0.3157894736842105,0.6842105263157895,0.0,0.0,48,70488.33786378521,0.0,70488.33786378521,0.2291666666666666,0.7708333333333334,0.0,0.0,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,14400.0,0.0,14400.0,0.6428571428571429,0.3571428571428571,0.0,0.0,53,16,0.6023799959696187,113.23312588829484,15.648720537521667,5,6,0.4535606343651507,29,5,0.6270584402313141,13,0,0.6842105263157895,6,5,0.6086816009229242,26,74,0,0.26,0.74,0.0,260,0.2,expanded,32213.35128817792
100,2,U,CG+IR,ok,,173431.29083271933,43.269961399999374,0.0,4.223954621389146e-06,0.0004223954621389,173430.55826681692,173430.55826681692,173431.29083271933,0.0,0,71565,1,43.269961399999374,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,71565,0.0,0.0,0,173431.29083271933,0.0,23,49243.26848329954,0.0,49243.26848329954,0.4782608695652174,0.5217391304347826,0.0,0.0,53,83290.17994430357,0.0,83290.17994430357,0.1698113207547169,0.8301886792452831,0.0,0.0,12,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,56,11,0.6221330497712453,131.2826793292565,15.453583361718888,12,9,0.7688449244725996,32,2,0.6137711644199008,4,0,0.3333333333333333,8,0,0.6666666666666666,20,80,0,0.2,0.8,0.0,260,0.2,expanded,34686.25816654387
100,1,U,CG+IR,ok,,275947.4087504334,6.054488100000526,0.0,0.0,0.0,275947.4087504334,275947.4087504334,275947.4087504334,0.0,0,30042,1,6.054488100000526,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,30042,0.0,0.0,0,273547.4087504334,2400.0,19,59150.23695702706,0.0,59150.23695702706,0.0,1.0,0.0,0.0,48,125934.70979784302,1400.0,127334.70979784302,0.1041666666666666,0.375,0.5208333333333334,0.0364583333333333,19,62366.46199556324,1000.0,63366.46199556324,0.0,0.1052631578947368,0.8947368421052632,0.1052631578947368,14,26096.0,0.0,26096.0,0.2142857142857142,0.6428571428571429,0.1428571428571428,0.0,20,11,0.2503629562761771,32.74005303612034,15.201131097869249,7,4,0.4674083497014502,8,2,0.1858761210317209,0,0,0.0,5,5,0.5166773695548253,8,48,44,0.08,0.48,0.44,260,0.565,constrained,154554.28594399485
100,2,U,CG+IR,ok,,296038.6567885302,7.393786700000419,0.0,7.95502618790244e-05,0.0079550261879024,296015.10683585634,296015.10683585634,296038.6567885302,0.0,0,30918,1,7.393786700000419,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,30918,0.0,0.0,0,294588.6567885302,1450.0,23,73933.56713556702,0.0,73933.56713556702,0.0,1.0,0.0,0.0,53,141781.204237225,200.0,141981.204237225,0.1132075471698113,0.3773584905660377,0.5094339622641509,0.0047169811320754,12,37193.88541573812,1250.0,38443.88541573812,0.0,0.25,0.75,0.2083333333333333,12,41680.0,0.0,41680.0,0.1666666666666666,0.0,0.8333333333333334,0.0,24,3,0.2553175111964283,38.15529337386495,14.896595353373534,8,0,0.3478260869565217,14,2,0.2796127316254231,1,0,0.0833333333333333,1,1,0.1426896952912839,8,46,46,0.08,0.46,0.46,260,0.565,constrained,166442.59108551953
100,1,U,CG+IR,ok,,178339.47421345147,18.025317900001028,0.0,1.5858094429793794e-05,0.0015858094429793,178336.64608922883,178336.64608922883,178339.47421345147,0.0,0,42648,1,18.025317900001028,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,42648,0.0,0.0,0,178339.47421345147,0.0,19,51171.21168002153,0.0,51171.21168002153,0.2105263157894736,0.7894736842105263,0.0,0.0,48,73752.12764578388,0.0,73752.12764578388,0.1666666666666666,0.8333333333333334,0.0,0.0,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,41,8,0.458830071352083,70.47874702465863,15.935632243189255,5,3,0.3573859147874799,21,4,0.4898730249457072,6,1,0.3462510293080127,9,0,0.6428571428571429,13,87,0,0.13,0.87,0.0,260,0.565,baseline,100761.80293060008
100,2,U,CG+IR,ok,,190845.92207749336,23.85657259999971,0.0,8.302900139235905e-05,0.0083029001392359,190830.07633116347,190830.07633116347,190845.92207749336,0.0,0,44467,1,23.85657259999971,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,44467,0.0,0.0,0,190845.92207749336,0.0,23,71908.2069146626,0.0,71908.2069146626,0.0434782608695652,0.9565217391304348,0.0,0.0,53,78039.87275771453,0.0,78039.87275771453,0.2830188679245283,0.7169811320754716,0.0,0.0,12,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,46,10,0.5003221098826365,69.1768228193157,15.68963581018471,9,1,0.405983622820929,24,7,0.5096111761991701,4,1,0.3601864743612116,9,1,0.7802464693743106,16,84,0,0.16,0.84,0.0,260,0.565,baseline,107827.94597378376
100,1,U,CG+IR,ok,,161066.7564408896,82.5441234000009,0.0,2.0291007315286868e-05,0.0020291007315286,161063.4882341564,161063.4882341564,161066.7564408896,0.0,0,67860,1,82.5441234000009,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,67860,0.0,0.0,0,161066.7564408896,0.0,19,46762.28368945833,0.0,46762.28368945833,0.3157894736842105,0.6842105263157895,0.0,0.0,48,70488.33786378521,0.0,70488.33786378521,0.2291666666666666,0.7708333333333334,0.0,0.0,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,14400.0,0.0,14400.0,0.6428571428571429,0.3571428571428571,0.0,0.0,53,16,0.6023799959696187,113.23312588829484,15.648720537521667,5,6,0.4535606343651507,29,5,0.6270584402313141,13,0,0.6842105263157895,6,5,0.6086816009229242,26,74,0,0.26,0.74,0.0,260,0.565,expanded,91002.7173891026
100,2,U,CG+IR,ok,,173431.29083271933,84.8510581999999,0.0,4.223954621389146e-06,0.0004223954621389,173430.55826681692,173430.55826681692,173431.29083271933,0.0,0,71565,1,84.8510581999999,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,71565,0.0,0.0,0,173431.29083271933,0.0,23,49243.26848329954,0.0,49243.26848329954,0.4782608695652174,0.5217391304347826,0.0,0.0,53,83290.17994430357,0.0,83290.17994430357,0.1698113207547169,0.8301886792452831,0.0,0.0,12,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,56,11,0.6221330497712453,131.2826793292565,15.453583361718888,12,9,0.7688449244725996,32,2,0.6137711644199008,4,0,0.3333333333333333,8,0,0.6666666666666666,20,80,0,0.2,0.8,0.0,260,0.565,expanded,97988.6793204864
100,1,U,CG+IR,ok,,288813.1673929022,9.99285880000025,0.0,2.015408834676902e-16,2.015408834676902e-14,288813.16739290213,288813.16739290213,288813.1673929022,0.0,0,30042,1,9.99285880000025,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,30042,0.0,0.0,0,286413.1673929022,2400.0,19,59150.23695702706,0.0,59150.23695702706,0.0,1.0,0.0,0.0,48,133203.50851670853,1400.0,134603.50851670853,0.1041666666666666,0.375,0.5208333333333334,0.0364583333333333,19,67291.42191916652,1000.0,68291.42191916652,0.0,0.1052631578947368,0.8947368421052632,0.1052631578947368,14,26768.0,0.0,26768.0,0.2142857142857142,0.6428571428571429,0.1428571428571428,0.0,22,4,0.2367267227606668,32.603059270002525,15.126396475308068,6,1,0.3418287099648052,9,2,0.205589873512666,0,0,0.0,7,1,0.5221152041519586,8,48,44,0.08,0.48,0.44,380,0.2,constrained,57282.63347858044
100,2,U,CG+IR,ok,,310184.86914010945,11.311496800000896,0.0,0.0001146198958502,0.0114619895850269,310149.3157827143,310149.3157827143,310184.86914010945,0.0,0,30918,1,11.311496800000896,full_pricing_converged,Full-CG LP-IP gap,True,0.0,Optimal,Optimal,True,1,0,0,30918,0.0,0.0,0,308334.86914010945,1850.0,23,73933.56713556702,0.0,73933.56713556702,0.0,1.0,0.0,0.0,53,153276.5631850814,600.0,153876.5631850814,0.0943396226415094,0.3773584905660377,0.5283018867924528,0.0141509433962264,12,39868.738819460974,1250.0,41118.738819460974,0.0,0.25,0.75,0.2083333333333333,12,41256.0,0.0,41256.0,0.25,0.0,0.75,0.0,24,6,0.2618826140521073,35.587238680380764,14.87063254115457,10,0,0.4347826086956521,11,5,0.2487419626795786,1,0,0.0833333333333333,2,1,0.1670781152660888,8,46,46,0.08,0.46,0.46,380,0.2,constrained,61666.973828021895
