N,scenario,seed,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,min_reduced_cost,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share
200,U,1,CG+IR strong,ok,,525417.6739598438,61.09819930000049,5.064350299991929,2.4277198811687445e-05,0.0024277198811687444,525404.9182905139,525404.9182905139,525417.6739598438,-27.924298996461857,6649.0,17921.0,30.0,61.09819930000049,budgeted_topK,Pool LP-IP gap,False,-27.924298996461857,Optimal,Optimal,True,30.0,6000.0,17721.0,17921.0,-27.924298996461857,0.08288869979825884,0,523292.67395984376,2125.0,32,100994.1115586618,0.0,100994.1115586618,0.0,1.0,0.0,0.0,107,232717.86819417618,1000.0,233717.86819417618,0.1588785046728972,0.514018691588785,0.32710280373831774,0.011682242990654205,36,107980.69420700562,1125.0,109105.69420700562,0.0,0.08333333333333333,0.9166666666666666,0.0625,25,81600.0,0.0,81600.0,0.04,0.12,0.84,0.0,54,15,0.3043107390725642,79.33334932759814,15.590698243714556,17,2,0.5498921998429519,34,13,0.37631399457512504,0,0,0.0,3,0,0.12,18,93,89,0.09,0.465,0.445
200,U,1,Restricted-CG,ok,,593180.9473364723,2.333311700000195,0.39005270000052406,0.0,0.0,593180.9473364725,593180.9473364725,593180.9473364723,-8457.317860652913,8950.0,1650.0,5.0,2.333311700000195,budgeted_topK,Pool LP-IP gap,False,-8457.317860652913,Optimal,Optimal,True,5.0,500.0,1450.0,1650.0,-8457.317860652913,0.16716699273418614,0,563155.9473364723,30025.0,32,136097.78192157092,7000.0,143097.78192157092,0.125,0.4375,0.4375,0.109375,107,275362.4944633082,16400.0,291762.4944633082,0.06542056074766354,0.4766355140186916,0.45794392523364486,0.19158878504672897,36,75495.67095159303,5500.0,80995.67095159303,0.0,0.6666666666666666,0.3333333333333333,0.3055555555555556,25,76200.0,1125.0,77325.0,0.04,0.24,0.72,0.03,53,9,0.27676065174031383,78.83372185985812,15.778515790450545,12,1,0.39074577011958694,25,7,0.24990783966777788,12,0,0.3333333333333333,4,1,0.1643250743913506,12,95,93,0.06,0.475,0.465
200,U,1,rolling_horizon,ok,,584711.2012913715,36.58971790000032,,,,,,,,,,,,,,,,,,True,,,,,,,0,570236.2012913715,14475.0,32,135997.2122041958,4000.0,139997.2122041958,0.125,0.4375,0.4375,0.0625,107,281172.16250251775,6600.0,287772.16250251775,0.06542056074766354,0.4485981308411215,0.48598130841121495,0.07710280373831775,36,78666.826584658,3875.0,82541.826584658,0.0,0.6111111111111112,0.3888888888888889,0.2152777777777778,25,74400.0,0.0,74400.0,0.04,0.28,0.68,0.0,42,6,0.22546315204366546,67.61203912220738,15.780908565453064,6,3,0.25760312384506046,24,2,0.22628236575109165,8,0,0.2222222222222222,4,1,0.18548469241297405,12,91,97,0.06,0.455,0.485
200,U,1,fix_and_optimize,ok,,582071.0194861728,25.750190300001123,,,,,,,,,,,,,,,,,,True,,,,,,,0,562396.0194861728,19675.0,32,133006.82382306884,4500.0,137506.82382306884,0.125,0.46875,0.40625,0.0703125,107,279493.524711511,10800.0,290293.524711511,0.06542056074766354,0.45794392523364486,0.4766355140186916,0.1261682242990654,36,75495.67095159303,4375.0,79870.67095159303,0.0,0.6666666666666666,0.3333333333333333,0.24305555555555555,25,74400.0,0.0,74400.0,0.04,0.28,0.68,0.0,51,8,0.2644902024941587,77.26897713817516,15.738683819481734,11,1,0.35949577011958694,27,6,0.2630310805262273,10,1,0.28471806218607326,3,0,0.12,12,95,93,0.06,0.475,0.465
200,U,1,FIFO,ok,,588678.591099917,0.08348509999996168,,,,,,,,,,,,,,,,,,,,,,,,,0,560328.5910999171,28350.0,32,138181.4307086878,5000.0,143181.4307086878,0.09375,0.46875,0.4375,0.078125,107,273451.48943963624,17600.0,291051.48943963624,0.08411214953271028,0.45794392523364486,0.45794392523364486,0.205607476635514,36,75495.67095159303,4625.0,80120.67095159303,0.0,0.6666666666666666,0.3333333333333333,0.2569444444444444,25,73200.0,1125.0,74325.0,0.08,0.24,0.68,0.03,53,11,0.2846887689519854,73.39115835771669,15.771697224359547,11,2,0.384047537537494,26,8,0.26720522301775035,12,0,0.3333333333333333,4,1,0.1622909490519195,14,94,92,0.07,0.47,0.46
200,U,1,Greedy,ok,,593180.9473364722,0.16336369999953604,,,,,,,,,,,,,,,,,,,,,,,,,0,563155.9473364721,30025.0,32,136097.78192157092,7000.0,143097.78192157092,0.125,0.4375,0.4375,0.109375,107,275362.4944633082,16400.0,291762.4944633082,0.06542056074766354,0.4766355140186916,0.45794392523364486,0.19158878504672897,36,75495.67095159303,5500.0,80995.67095159303,0.0,0.6666666666666666,0.3333333333333333,0.3055555555555556,25,76200.0,1125.0,77325.0,0.04,0.24,0.72,0.03,53,9,0.27676065174031383,78.83372185985812,15.778515790450545,12,1,0.39074577011958694,25,7,0.24990783966777788,12,0,0.3333333333333333,4,1,0.1643250743913506,12,95,93,0.06,0.475,0.465
