iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.4962133999943035,451151.5426491825,,,1344,1580,150,-3558.948280079147,4577,1344,-3558.948280079147,-3558.948280079147,4577,,,False,False
2,0.7957005999996909,400619.92884133756,,,557,2137,300,-2934.308682859644,1308,557,-2934.308682859644,-2934.308682859644,1308,,,False,False
3,1.1494804999965709,390632.3031481221,,,128,2265,450,-895.3466897843018,543,128,-895.3466897843018,-895.3466897843018,543,,,False,False
4,1.5210680999953183,390261.3237151071,,,54,2319,600,-1089.244105941788,269,54,-1089.244105941788,-1089.244105941788,269,,,False,False
5,1.8928776999964612,390112.5029857871,,,16,2335,750,-487.8690039751634,235,16,-487.8690039751634,-487.8690039751634,235,,,False,False
6,2.2663412999972934,390112.5029857871,,,28,2363,900,-465.55644048407703,670,28,-245.13934224657623,-465.55644048407703,670,,0.13529608987918193,False,False
7,2.649707699994906,390112.5029857871,,,10,2373,1050,-462.090140484077,363,10,-117.71752228541163,-462.090140484077,363,,0.026227916034880616,False,False
8,3.0351328999968246,390112.5029857871,,,8,2381,1200,-471.1031404840769,185,8,-259.8835827843019,-471.1031404840769,185,,0.0013306635374132998,False,False
9,3.4160970999946585,390112.50298578705,,,21,2402,1350,-1264.136165345959,747,21,-859.4412826729792,-1264.136165345959,747,,0.000381336095269061,False,False
10,3.8041831999944407,390112.5029857871,,,38,2440,1500,-458.21422147338126,617,38,-96.92859387552471,-458.21422147338126,617,,0.0,False,False
11,4.21268909999344,390112.5029857871,,,11,2451,1650,-447.2824404840767,769,11,-7.02420372817869e-05,-447.2824404840767,769,,0.0,False,False
12,4.60855779999838,390112.5029857871,,,1,2452,1800,-461.2125976497341,673,1,-6.039060167495336e-05,-461.2125976497341,673,,0.0,False,False
13,5.011551799994777,390112.5029857871,390112.5029857871,390112.5029857871,0,2452,1950,-461.2125976497341,673,0,0.0,-461.2125976497341,673,0.0,0.0,False,False
