iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.687635100002808,226074.62567669016,,,1018,1355,110,-4465.6389923151755,10890,1018,-4465.6389923151755,-4465.6389923151755,10890,,,False,False
2,1.0562143999995897,215126.85805212968,,,958,2313,220,-2851.7162834528854,6598,958,-2851.7162834528854,-2851.7162834528854,6598,,,False,False
3,1.611494800003129,208873.6276376649,,,967,3280,330,-2511.918500113256,5126,967,-2511.918500113256,-2511.918500113256,5126,,,False,False
4,2.3372125000023516,208179.6582949185,,,864,4144,440,-1978.259905903986,4022,864,-1978.259905903986,-1978.259905903986,4022,,,False,False
5,3.282931699999608,207755.72737883579,,,652,4796,550,-1602.5211568706486,4070,652,-1602.5211568706486,-1602.5211568706486,4070,,,False,False
6,4.38864630000171,207364.8381545692,,,447,5243,660,-1147.202118798845,3748,447,-1147.202118798845,-1147.202118798845,3748,,0.08275934314219706,False,False
7,5.515381700002763,206901.25558206497,,,409,5652,770,-507.7400084145538,4293,409,-507.7400084145538,-507.7400084145538,4293,,0.03823605543512134,False,False
8,6.6992604000042775,206738.73232556155,,,187,5839,880,-231.73862380398577,3264,187,-231.73862380398577,-231.73862380398577,3264,,0.010220990252569267,False,False
9,7.902952300006291,206738.73232556143,,,97,5936,990,-200.00005099632995,2275,97,-109.94797476839494,-200.00005099632995,2275,,0.006921550266528851,False,False
10,9.207143300001917,206738.73232737885,,,151,6087,1100,-214.61914124750956,2403,151,-214.61914124750956,-214.61914124750956,2403,,0.004895148087072845,False,False
11,10.451006700001017,206738.73232556155,,,185,6272,1210,-115.15616682002178,2582,185,-94.07020941455403,-115.15616682002178,2582,,0.003019344236851592,False,False
12,11.753204300002835,206738.7323210352,,,43,6315,1320,-198.17987122287389,438,43,-196.12049124750956,-198.17987122287389,438,,0.000785511236133147,False,False
13,13.099597500004165,206738.73232096934,,,56,6371,1430,-110.55696682002167,1843,56,-71.80937153840296,-110.55696682002167,1843,,2.2212606436248582e-11,False,False
14,14.418432500002382,206738.73232556152,,,33,6404,1540,-124.99997322287379,424,33,-112.67259941455359,-124.99997322287379,424,,0.0,False,False
15,15.778919200005475,206738.73232556152,,,16,6420,1650,-124.9999712228738,1162,16,-4.902892396785319e-05,-124.9999712228738,1162,,8.790469326918426e-12,False,False
16,17.098746300005587,206738.73232556146,,,176,6596,1760,-124.9999712228738,3351,176,-40.07073108721988,-124.9999712228738,3351,,4.2232769054957467e-16,False,False
17,18.442435200006003,206738.7323255615,,,106,6702,1870,-110.5569668200219,2903,106,-67.87673553840295,-110.5569668200219,2903,,0.0,False,False
18,19.828712800001085,206738.73232556152,,,83,6785,1980,-107.80546882002204,3150,83,-0.807860940007231,-107.80546882002204,3150,,0.0,False,False
19,21.204991600003268,206738.7323255615,,,48,6833,2090,-128.1923409963299,1226,48,-108.86306702892398,-128.1923409963299,1226,,1.4077589684985825e-16,False,False
20,22.53655930000241,206738.7323333737,206738.7323255616,206962.13433448982,30,6863,2200,-110.55696682002167,3217,30,-71.80936819023827,-110.55696682002167,3217,0.10794342146044614,0.0,False,False
