iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.9195838000014191,380851.87926717446,,,1480,1855,150,-4223.829168258428,16601,1480,-4223.829168258428,-4223.829168258428,16601,,,False,False
2,1.430944300002011,370543.8079016513,,,1489,3344,300,-3317.7777,10002,1489,-3317.7777,-3317.7777,10002,,,False,False
3,2.205649800001993,366661.85618753295,,,1416,4760,450,-1939.1660525912782,8101,1416,-1939.1660525912782,-1939.1660525912782,8101,,,False,False
4,3.200441699998919,364677.86017414747,,,1180,5940,600,-1866.3529595538812,5954,1180,-1866.3529595538812,-1866.3529595538812,5954,,,False,False
5,4.432186699996237,362870.87343089125,,,1036,6976,750,-1800.0000497944682,5005,1036,-1800.0000497944682,-1800.0000497944682,5005,,,False,False
6,5.867002899998624,362365.25495544187,,,1011,7987,900,-1706.2500497944682,3069,1011,-1706.2500497944682,-1706.2500497944682,3069,,0.04854019454309662,False,False
7,7.482599499999196,361264.0987822156,,,577,8564,1050,-599.9999794666262,4390,577,-599.9999794666262,-599.9999794666262,4390,,0.025043487224859214,False,False
8,9.236850699999195,360806.89573364565,,,510,9074,1200,-356.4820995889363,5503,510,-270.05059154468177,-356.4820995889363,5503,,0.015968283460859142,False,False
9,11.045060500000545,360803.2060248976,,,244,9318,1350,-356.4820995889363,2558,244,-164.81167891484893,-356.4820995889363,2558,,0.010624868061361335,False,False
10,12.849895699997433,360803.20605537057,,,258,9576,1500,-356.4820995889363,2872,258,-282.3859364114237,-356.4820995889363,2872,,0.005698080300496958,False,False
11,14.755096599998069,360803.20601530926,,,90,9666,1650,-356.4820995889363,2875,90,-94.12258141142365,-356.4820995889363,2875,,0.0043107028578793566,False,False
12,16.69479429999774,360803.2060297356,,,440,10106,1800,-356.4820995889363,5221,440,-79.89077211064841,-356.4820995889363,5221,,0.0012757778977585015,False,False
13,18.66728139999759,360803.206028812,,,184,10290,1950,-356.4820995889363,2904,184,-166.66667000000007,-356.4820995889363,2904,,1.02262591909897e-05,False,False
14,20.60973649999505,360803.2060278728,,,63,10353,2100,-356.4820995889363,2396,63,-166.66668741142394,-356.4820995889363,2396,,0.0,False,False
15,22.570733100001235,360803.206014918,,,342,10695,2250,-356.4820995889363,5919,342,-164.34665219894578,-356.4820995889363,5919,,1.1211812263892245e-10,False,False
16,24.665395399999397,360803.2060395218,,,30,10725,2400,-356.4820995889363,2803,30,-4.950327502228902e-05,-356.4820995889363,2803,,0.0,False,False
17,26.648393299998133,360803.2060093241,,,118,10843,2550,-356.4820995889363,5739,118,-27.57228481635957,-356.4820995889363,5739,,5.6572407030830706e-11,False,False
18,28.675021399998514,360803.2059981454,,,35,10878,2700,-356.4820995889363,2681,35,-33.32446211064871,-356.4820995889363,2681,,8.499533602949634e-11,False,False
19,30.711243099998683,360803.2060013933,,,17,10895,2850,-356.4820995889363,2843,17,-33.324469411423706,-356.4820995889363,2843,,7.339036742024825e-11,False,False
20,32.7538698999997,360803.2060089336,360803.20597573556,360823.4999219748,11,10906,3000,-356.4820995889363,2273,11,-94.12255372599384,-356.4820995889363,2273,0.005624341608463023,1.6586293376581202e-11,False,True
