iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.45396510000136914,358895.64147363923,,,1131,1331,125,-3664.9197568014047,3685,1131,-3664.9197568014047,-3664.9197568014047,3685,,,False,False
2,0.7094562999991467,328911.9438750976,,,360,1691,250,-3000.0,1060,360,-3000.0,-3000.0,1060,,,False,False
3,1.0047802999979467,320396.9581660918,,,75,1766,375,-513.8688686361997,489,75,-513.8688686361997,-513.8688686361997,489,,,False,False
4,1.3057655999946292,319717.58744054317,,,65,1831,500,-460.67732433738615,547,65,-460.67732433738615,-460.67732433738615,547,,,False,False
5,1.6101204000005964,319717.58744054317,,,25,1856,625,-383.7663455387901,396,25,-210.5836575121507,-383.7663455387901,396,,,False,False
6,1.914636800000153,319717.58744054317,,,15,1871,750,-334.63552080479985,432,15,-199.9999745121504,-334.63552080479985,432,,0.10916280251336984,False,False
7,2.225260699997307,319717.58744054317,,,19,1890,875,-480.0458266172159,468,19,-272.0574873373862,-480.0458266172159,468,,0.027953853928898206,False,False
8,2.536875300000247,319717.58744054317,,,4,1894,1000,-383.7663455387901,426,4,-70.65130706657874,-383.7663455387901,426,,0.0021204031693598975,False,False
9,2.8564592999973684,319717.58740546484,,,5,1899,1125,-444.3554855504749,566,5,-103.08521733738644,-444.3554855504749,566,,1.097165885097776e-10,False,False
10,3.1721924999947078,319717.58744054317,,,12,1911,1250,-334.63552080479985,431,12,-5.039330744693871e-06,-334.63552080479985,431,,0.0,False,False
11,3.486855299997842,319717.58744054317,,,16,1927,1375,-346.83084739694596,711,16,-5.999999984851456e-05,-346.83084739694596,711,,0.0,False,False
12,3.80328219999501,319717.58744054317,,,3,1930,1500,-534.7539800000002,384,3,-179.87396733738615,-534.7539800000002,384,,0.0,False,False
13,4.1246697999959,319717.58744054317,319717.58744054317,319717.58744054317,0,1930,1625,-444.3554855504749,430,0,0.0,-444.3554855504749,430,0.0,0.0,False,False
