iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.410298499999044,307979.32698241575,,,975,1163,110,-3629.1949961083837,3592,975,-3629.1949961083837,-3629.1949961083837,3592,,,False,False
2,0.6477749999976368,272815.87449198234,,,394,1557,220,-3480.546051184879,832,394,-3480.546051184879,-3480.546051184879,832,,,False,False
3,0.9253300999989733,262829.8328330688,,,89,1646,330,-1198.9276787138251,342,89,-1198.9276787138251,-1198.9276787138251,342,,,False,False
4,1.2075430999975652,261798.35182200253,,,142,1788,440,-338.44392508654516,833,142,-138.44392508654516,-338.44392508654516,833,,,False,False
5,1.497100300002785,261798.3518220025,,,47,1835,550,-370.52736216355106,770,47,-174.99996446952355,-370.52736216355106,770,,,False,False
6,1.7900669000009657,261798.3518220025,,,39,1874,660,-301.5664450458271,733,39,-288.20458746952363,-301.5664450458271,733,,0.1499482955979379,False,False
7,2.085355499999423,261798.3518220025,,,7,1881,770,-262.96409917787287,407,7,-3.817268907368998e-05,-262.96409917787287,407,,0.040384463295971534,False,False
8,2.3864314000020386,261798.3518220025,,,6,1887,880,-262.96409917787287,239,6,-2.0744546645801165e-05,-262.96409917787287,239,,0.00392452028731997,False,False
9,2.683284500002628,261798.3518220025,,,3,1890,990,-301.5664450458271,365,3,-181.02057446952358,-301.5664450458271,365,,1.1116888343331314e-16,False,False
10,2.9894335999997566,261798.3518220025,,,11,1901,1100,-342.240035601676,744,11,-47.23911128212501,-342.240035601676,744,,0.0,False,False
11,3.2931439000021783,261798.3518220025,261798.3518220025,261798.3518220025,0,1901,1210,-301.5664450458271,660,0,0.0,-301.5664450458271,660,0.0,0.0,False,False
