iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.8645115999970585,359552.8636355753,,,1470,1877,150,-3917.8297147107437,13251,1470,-3917.8297147107437,-3917.8297147107437,13251,,,False,False
2,1.3117304999977932,350665.8869430905,,,1475,3352,300,-3359.720844132232,9021,1475,-3359.720844132232,-3359.720844132232,9021,,,False,False
3,1.9856241999950726,350275.000049641,,,1390,4742,450,-2074.9196798335183,7542,1390,-2074.9196798335183,-2074.9196798335183,7542,,,False,False
4,2.874058099994727,349709.19109489874,,,1282,6024,600,-2293.088261712604,7638,1282,-2293.088261712604,-2293.088261712604,7638,,,False,False
5,3.991914699996414,348680.76665996277,,,1067,7091,750,-1394.1146237052112,4178,1067,-1394.1146237052112,-1394.1146237052112,4178,,,False,False
6,5.357107999996515,348003.7343595593,,,901,7992,900,-1033.4680756713503,4627,901,-1033.4680756713503,-1033.4680756713503,4627,,0.0321208101619282,False,False
7,6.839114499998686,347505.5523446606,,,512,8504,1050,-659.7051630291601,2640,512,-659.7051630291601,-659.7051630291601,2640,,0.0090123810615851,False,False
8,8.41038899999694,347249.07619732653,,,548,9052,1200,-461.39150095402147,5192,548,-461.39150095402147,-461.39150095402147,5192,,0.00863870916247417,False,False
9,10.091519899993727,347242.07932152395,,,168,9220,1350,-339.97662930518436,1750,168,-309.9878220087885,-339.97662930518436,1750,,0.007054752452031764,False,False
10,11.780985199999122,347221.66974192986,,,204,9424,1500,-334.95822930518443,1600,204,-317.3831667460304,-334.95822930518443,1600,,0.004184621170848345,False,False
11,13.48944610000035,347221.66974193,,,145,9569,1650,-323.20872930518453,2869,145,-208.0218617692999,-323.20872930518453,2869,,0.002247288004160623,False,False
12,15.272093499996117,347221.6697419299,,,127,9696,1800,-349.6698293051845,2622,127,-158.6916172830579,-349.6698293051845,2622,,0.000816915300533527,False,False
13,17.0504809999984,347221.66974193,,,157,9853,1950,-349.6698293051845,3857,157,-104.79218200000014,-349.6698293051845,3857,,7.892448756576176e-05,False,False
14,18.789028399995004,347221.66974193,,,114,9967,2100,-349.6698293051845,3810,114,-9.871260408544913e-05,-349.6698293051845,3810,,5.877622790952511e-05,False,False
15,20.585526399998344,347221.66974193,,,184,10151,2250,-374.9999963001851,5281,184,-38.80892074039866,-374.9999963001851,5281,,0.0,False,False
16,22.35424570000032,347221.66974192986,,,191,10342,2400,-323.20872930518453,4387,191,-7.667135059818975e-05,-323.20872930518453,4387,,3.3527666033476447e-16,False,False
17,24.143591899999592,347221.66974192986,,,21,10363,2550,-330.64992930518474,3111,21,-158.6915726753905,-330.64992930518474,3111,,1.6763833016738226e-16,False,False
18,25.92482359999849,347221.66974192986,,,50,10413,2700,-349.6698293051845,3499,50,-158.69162023908393,-349.6698293051845,3499,,3.3527666033476447e-16,False,False
19,27.83005919999414,347221.6697419299,,,239,10652,2850,-334.9447293051844,4006,239,-56.42145559983783,-334.9447293051844,4006,,1.6763833016738224e-16,False,False
20,29.619731499995396,347221.669747809,347221.66974192986,347228.8897999599,21,10673,3000,-337.4689293051847,5892,21,-65.1850566713506,-337.4689293051847,5892,0.0020793367839297325,0.0,False,True
