iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.39880989999801386,294520.23246565904,,,926,1134,110,-3442.7045838249005,3107,926,-3442.7045838249005,-3442.7045838249005,3107,,,False,False
2,0.6224800999989384,259113.99478646772,,,376,1510,220,-2264.977700978716,839,376,-2264.977700978716,-2264.977700978716,839,,,False,False
3,0.8809280999994371,252925.81955214738,,,79,1589,330,-1473.3040758201043,382,79,-1473.3040758201043,-1473.3040758201043,382,,,False,False
4,1.148557799999253,252854.28727485408,,,18,1607,440,-413.79215981536936,260,18,-228.8336652258456,-413.79215981536936,260,,,False,False
5,1.4187072999993688,252854.28727485402,,,8,1615,550,-688.5860131981119,341,8,-136.02438340191748,-688.5860131981119,341,,,False,False
6,1.6920382999960566,252854.28727485408,,,8,1623,660,-413.79215981536936,381,8,-340.06666222710055,-413.79215981536936,381,,0.1414705700928821,False,False
7,1.96653040000092,252854.28727485408,,,2,1625,770,-422.6177496919436,278,2,-28.781049820104272,-422.6177496919436,278,,0.024158122052698,False,False
8,2.2395150999946054,252854.28727485408,,,1,1626,880,-422.6177496919436,315,1,-6.490707227100302,-422.6177496919436,315,,0.00028281919742302657,False,False
9,2.5113960999951814,252854.28727485405,,,2,1628,990,-422.6177496919436,280,2,-135.9980326818909,-422.6177496919436,280,,1.1510119432975115e-16,False,False
10,2.785131899996486,252854.28727485408,,,8,1636,1100,-422.6177496919436,151,8,-31.735289946085686,-422.6177496919436,151,,0.0,False,False
11,3.058942700001353,252854.28727485402,252854.28727485402,252854.28727485405,0,1636,1210,-422.6177496919436,259,0,0.0,-422.6177496919436,259,1.1510119432975115e-14,0.0,False,False
