iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.3536007000002428,305115.323431215,,,890,1113,110,-3580.9224402713226,2469,890,-3580.9224402713226,-3580.9224402713226,2469,,,False,False
2,0.5630225000058999,264713.66182197916,,,398,1511,220,-2206.841659379118,1075,398,-2206.841659379118,-2206.841659379118,1075,,,False,False
3,0.8094784000059008,259055.8110983714,,,209,1720,330,-1086.8057363761525,607,209,-1086.8057363761525,-1086.8057363761525,607,,,False,False
4,1.0759296000032919,258542.50577847008,,,27,1747,440,-351.1047543376635,578,27,-308.3066713761533,-351.1047543376635,578,,,False,False
5,1.345162600002368,258455.05330178404,,,24,1771,550,-400.00000237615336,830,24,-400.00000237615336,-400.00000237615336,830,,,False,False
6,1.6170598000026075,258455.05330178404,,,27,1798,660,-328.48555433766387,664,27,-170.66984226750492,-328.48555433766387,664,,0.15292666918431594,False,False
7,1.8921265000026324,258455.0533017841,,,4,1802,770,-344.94221123887064,572,4,-200.00003866550105,-344.94221123887064,572,,0.02364293734262948,False,False
8,2.1773459000032744,258455.0533017841,,,3,1805,880,-342.8260112388707,925,3,-98.1508700000004,-342.8260112388707,925,,0.0023190284519777862,False,False
9,2.456412800005637,258455.05330178404,,,10,1815,990,-344.94221123887064,582,10,-101.86892733026355,-344.94221123887064,582,,0.00033825183376606647,False,False
10,2.731494700004987,258455.05330178404,,,1,1816,1100,-344.94221123887064,617,1,-200.00004866550137,-344.94221123887064,617,,0.0,False,False
11,3.007102900002792,258455.05330178404,,,1,1817,1210,-328.48555433766387,591,1,-79.19768490394767,-328.48555433766387,591,,0.0,False,False
12,3.2815877000030014,258455.05330178404,258455.05330178404,258455.05330178404,0,1817,1320,-344.94221123887064,614,0,0.0,-344.94221123887064,614,0.0,0.0,False,False
