iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.6944499999954132,269707.515448658,,,1206,1580,125,-4664.149721218014,12590,1206,-4664.149721218014,-4664.149721218014,12590,,,False,False
2,1.1146032999968156,263203.265779472,,,1170,2750,250,-3274.7875212238464,9142,1170,-3274.7875212238464,-3274.7875212238464,9142,,,False,False
3,1.7684583000009297,262673.3289637051,,,1165,3915,375,-2427.0091860422544,6939,1165,-2427.0091860422544,-2427.0091860422544,6939,,,False,False
4,2.6396034999997937,259722.47520039917,,,1134,5049,500,-1768.137492591082,5621,1134,-1768.137492591082,-1768.137492591082,5621,,,False,False
5,3.7521310000011,258133.7177133255,,,956,6005,625,-1136.8945836246676,4687,956,-1136.8945836246676,-1136.8945836246676,4687,,,False,False
6,5.004517199995462,257520.2262123807,,,844,6849,750,-624.0309379298678,2927,844,-624.0309379298678,-624.0309379298678,2927,,0.04518705834356824,False,False
7,6.347598000000289,256871.69223038317,,,481,7330,875,-322.59323627447407,3594,481,-322.59323627447407,-322.59323627447407,3594,,0.024055832021453075,False,False
8,7.829652000000351,256722.80577580945,,,608,7938,1000,-447.77901127447376,5102,608,-447.77901127447376,-447.77901127447376,5102,,0.022653701505864984,False,False
9,9.373729499995534,256626.91080516152,,,297,8235,1125,-290.2114812744737,3637,297,-290.2114812744737,-290.2114812744737,3637,,0.011918739003427218,False,False
10,10.95355529999506,256619.2119311569,,,298,8533,1250,-206.6840412418419,2970,298,-167.1505734528846,-206.6840412418419,2970,,0.0058671365972056,False,False
11,12.618897899999865,256619.14036181304,,,180,8713,1375,-207.11344124184188,1545,180,-200.00003344586867,-207.11344124184188,1545,,0.0034990876787460786,False,False
12,14.243864399999438,256619.14033317482,,,259,8972,1500,-328.76454541455405,3012,259,-328.76454541455405,-328.76454541455405,3012,,0.0009831830631685295,False,False
13,15.866645900001458,256619.14036278156,,,150,9122,1625,-207.11344124184188,2513,150,-167.07895858204438,-207.11344124184188,2513,,0.0004038028982840737,False,False
14,17.51099830000021,256619.14033606646,,,60,9182,1750,-207.11344124184188,1406,60,-167.07896803096082,-207.11344124184188,1406,,3.0279244957917624e-05,False,False
15,19.176184299998567,256619.1403861916,,,282,9464,1875,-207.11344124184188,5151,282,-107.50479241455423,-207.11344124184188,5151,,2.7879816461969835e-07,False,False
16,20.862189899999066,256619.14038373512,,,91,9555,2000,-207.11344124184188,2331,91,-186.58888341455395,-207.11344124184188,2331,,0.0,False,False
17,22.59306590000051,256619.1403349908,,,16,9571,2125,-207.11344124184188,1480,16,-43.366302030960924,-207.11344124184188,1480,,0.0,False,False
18,24.325150999997277,256619.1403805649,,,105,9676,2250,-207.11344124184188,3373,105,-4.944586862620781e-05,-207.11344124184188,3373,,0.0,False,False
19,26.10095359999832,256619.14036324804,,,75,9751,2375,-207.11344124184188,3190,75,-68.46443395402139,-207.11344124184188,3190,,0.0,False,False
20,27.89265180000075,256619.1403395286,256619.14034602157,256652.06137973708,18,9769,2500,-207.11344124184188,3420,18,-26.22517104225426,-207.11344124184188,3420,0.012827106682303179,1.8183762642233244e-10,False,False
