iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.48161870000330964,446819.2814285159,,,1370,1623,150,-3513.567244773581,4226,1370,-3513.567244773581,-3513.567244773581,4226,,,False,False
2,0.7653333000052953,398964.09796689014,,,280,1903,300,-1799.999982825826,862,280,-1799.999982825826,-1799.999982825826,862,,,False,False
3,1.082354200007103,395918.3640323793,,,102,2005,450,-556.1217065183059,730,102,-412.256609505057,-556.1217065183059,730,,,False,False
4,1.4035744000066188,395588.13112944976,,,54,2059,600,-526.2862840271227,433,54,-395.7526771361163,-526.2862840271227,433,,,False,False
5,1.738209100003587,395581.0934390287,,,23,2082,750,-511.8438065183059,354,23,-323.95849203626835,-511.8438065183059,354,,,False,False
6,2.072209500001918,395581.0934390287,,,15,2097,900,-468.6912947528972,513,15,-283.2966585515858,-468.6912947528972,513,,0.11467318022999082,False,False
7,2.40096760000597,395581.0934390287,,,2,2099,1050,-496.21986027914227,483,2,-226.87464999999975,-496.21986027914227,483,,0.008479471072964017,False,False
8,2.728451800001494,395581.0934390287,,,19,2118,1200,-473.26846027914235,598,19,-156.89504999999963,-473.26846027914235,598,,0.0008518690315738819,False,False
9,3.0632525000037276,395581.0934390287,,,6,2124,1350,-518.0147956888645,601,6,-200.00002850505697,-518.0147956888645,601,,1.779044887152979e-05,False,False
10,3.393752300005872,395581.0934390287,,,11,2135,1500,-539.4298065183061,551,11,-196.01105913611627,-539.4298065183061,551,,0.0,False,False
11,3.7301003000029596,395581.0934390287,,,1,2136,1650,-492.02246027914225,605,1,-4.7654756826887024e-05,-492.02246027914225,605,,0.0,False,False
12,4.064527600006841,395581.0934390287,,,6,2142,1800,-490.8573065183059,595,6,-190.34570771095105,-490.8573065183059,595,,0.0,False,False
13,4.400044700007129,395581.0934390287,,,3,2145,1950,-544.6887065183059,374,3,-200.00000013611634,-544.6887065183059,374,,0.0,False,False
14,4.73526110000239,395581.0934390287,395581.0934390287,395581.0934390287,0,2145,2100,-544.6887065183059,398,0,0.0,-544.6887065183059,398,0.0,0.0,False,False
