experiment,scenario,mechanism,N,seed,method,param_name,param_value,obj,runtime_total,runtime_pricing,gap,status,error,num_iters,num_pricing_calls,num_columns_added,min_reduced_cost_last,pricing_time_share,cost_energy,cost_delay,shore_utilization,mode_shore_count,mode_battery_count,mode_brown_count,infeasible_jobs,shore_ratio,battery_ratio,brown_ratio,mechanism_counts,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,time_limit,solver_backend
sensitivity,U,hybrid,100,1,fifo,shore_cap,3.0,204267.7691024781,0.0367203999776393,,,ok,,,,,,,195717.7691024781,8550.0,1.0,21,66,13,0,0.21,0.66,0.13,"{'shore': 21, 'battery': 66, 'brown': 13}",19,61487.10833462633,2000.0,63487.10833462633,0.1052631578947368,0.7894736842105263,0.1052631578947368,0.0526315789473684,48,72740.18502386293,4800.0,77540.18502386293,0.3958333333333333,0.4583333333333333,0.1458333333333333,0.125,19,30890.47574398883,1750.0,32640.47574398883,0.0,0.9473684210526316,0.0526315789473684,0.1842105263157894,14,30600.0,0.0,30600.0,0.0,0.7857142857142857,0.2142857142857142,0.0,,
sensitivity,U,hybrid,100,1,fifo,shore_cap,5.0,171893.4478423189,0.047074000001885,,,ok,,,,,,,166418.4478423189,5475.0,1.0,31,63,6,0,0.31,0.63,0.06,"{'shore': 31, 'battery': 63, 'brown': 6}",19,48077.213102796646,500.0,48577.213102796646,0.3684210526315789,0.5789473684210527,0.0526315789473684,0.0131578947368421,48,64925.09985187618,600.0,65525.09985187618,0.4791666666666667,0.4166666666666667,0.1041666666666666,0.015625,19,29416.13488764601,2125.0,31541.13488764601,0.0,1.0,0.0,0.2236842105263158,14,24000.0,2250.0,26250.0,0.0714285714285714,0.9285714285714286,0.0,0.1071428571428571,,
sensitivity,U,hybrid,100,1,fifo,shore_cap,8.0,146893.33661741766,0.0551073000533506,,,ok,,,,,,,139393.33661741766,7500.0,1.0,44,55,1,0,0.44,0.55,0.01,"{'shore': 44, 'battery': 55, 'brown': 1}",19,39650.60924470117,0.0,39650.60924470117,0.5789473684210527,0.3684210526315789,0.0526315789473684,0.0,48,49926.59248507042,6000.0,55926.59248507042,0.6041666666666666,0.3958333333333333,0.0,0.15625,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,20400.0,1500.0,21900.0,0.2857142857142857,0.7142857142857143,0.0,0.0714285714285714,,
sensitivity,U,hybrid,100,1,greedy,battery_cost,0.3,174017.34955641025,0.0717475999845191,,,ok,,,,,,,162042.34955641025,11975.0,1.0,15,69,16,0,0.15,0.69,0.16,"{'shore': 15, 'battery': 69, 'brown': 16}",19,48193.98135042147,2500.0,50693.98135042147,0.0,0.8947368421052632,0.1052631578947368,0.0657894736842105,48,66349.47937770895,5600.0,71949.47937770895,0.3125,0.5,0.1875,0.1458333333333333,19,23498.888828279807,2750.0,26248.888828279807,0.0,0.8947368421052632,0.1052631578947368,0.2894736842105263,14,24000.0,1125.0,25125.0,0.0,0.7857142857142857,0.2142857142857142,0.0535714285714285,,
sensitivity,U,hybrid,100,1,greedy,battery_cost,0.4,205460.8053752695,0.069110499927774,,,ok,,,,,,,193485.80537526947,11975.0,1.0,15,69,16,0,0.15,0.69,0.16,"{'shore': 15, 'battery': 69, 'brown': 16}",19,59878.39677769358,2500.0,62378.39677769358,0.0,0.8947368421052632,0.1052631578947368,0.0657894736842105,48,75819.62294479404,5600.0,81419.62294479404,0.3125,0.5,0.1875,0.1458333333333333,19,29387.78565278184,2750.0,32137.78565278184,0.0,0.8947368421052632,0.1052631578947368,0.2894736842105263,14,28400.0,1125.0,29525.0,0.0,0.7857142857142857,0.2142857142857142,0.0535714285714285,,
sensitivity,U,hybrid,100,1,greedy,battery_cost,0.45,220165.3258081347,0.0697296999860555,,,ok,,,,,,,209415.3258081347,10750.0,1.0,15,68,17,0,0.15,0.68,0.17,"{'shore': 15, 'battery': 68, 'brown': 17}",19,63433.13623099793,4500.0,67933.13623099793,0.0526315789473684,0.8421052631578947,0.1052631578947368,0.1184210526315789,48,81669.17117611007,5000.0,86669.17117611007,0.2916666666666667,0.5208333333333334,0.1875,0.1302083333333333,19,33713.01840102664,875.0,34588.01840102664,0.0,0.8421052631578947,0.1578947368421052,0.0921052631578947,14,30600.0,375.0,30975.0,0.0,0.7857142857142857,0.2142857142857142,0.0178571428571428,,
sensitivity,U,hybrid,100,1,greedy,battery_cost,0.5,234766.30867467704,0.0718669999623671,,,ok,,,,,,,228416.30867467704,6350.0,1.0,15,67,18,0,0.15,0.67,0.18,"{'shore': 15, 'battery': 67, 'brown': 18}",19,74056.1800903905,0.0,74056.1800903905,0.0,0.8421052631578947,0.1578947368421052,0.0,48,85056.082252786,5600.0,90656.082252786,0.3125,0.5,0.1875,0.1458333333333333,19,36504.04633150057,750.0,37254.04633150057,0.0,0.8421052631578947,0.1578947368421052,0.0789473684210526,14,32800.0,0.0,32800.0,0.0,0.7857142857142857,0.2142857142857142,0.0,,
sensitivity,U,hybrid,100,1,greedy,battery_cost,0.6,265739.5749680798,0.0687514999881386,,,ok,,,,,,,256989.5749680798,8750.0,1.0,16,66,18,0,0.16,0.66,0.18,"{'shore': 16, 'battery': 66, 'brown': 18}",19,83247.2276322378,1000.0,84247.2276322378,0.0,0.8947368421052632,0.1052631578947368,0.0263157894736842,48,94456.24514339352,7000.0,101456.24514339352,0.3333333333333333,0.4583333333333333,0.2083333333333333,0.1822916666666666,19,42086.10219244844,750.0,42836.10219244844,0.0,0.8421052631578947,0.1578947368421052,0.0789473684210526,14,37200.0,0.0,37200.0,0.0,0.7857142857142857,0.2142857142857142,0.0,,
sensitivity,U,hybrid,100,1,greedy,battery_cost,0.8,324689.3509599711,0.0694161999272182,,,ok,,,,,,,318489.3509599711,6200.0,1.0,16,64,20,0,0.16,0.64,0.2,"{'shore': 16, 'battery': 64, 'brown': 20}",19,107239.40045813822,0.0,107239.40045813822,0.0,0.8421052631578947,0.1578947368421052,0.0,48,111635.7355316568,6200.0,117835.7355316568,0.3333333333333333,0.4583333333333333,0.2083333333333333,0.1614583333333333,19,53614.21497017593,0.0,53614.21497017593,0.0,0.7894736842105263,0.2105263157894736,0.0,14,46000.0,0.0,46000.0,0.0,0.7857142857142857,0.2142857142857142,0.0,,
sensitivity,U,hybrid,100,1,greedy,deadline_tightness,0.8,224457.4488014339,0.0687371999956667,,,ok,,,,,,,214207.4488014339,10250.0,1.0,15,67,18,0,0.15,0.67,0.18,"{'shore': 15, 'battery': 67, 'brown': 18}",19,68525.64336243253,0.0,68525.64336243253,0.0,0.8421052631578947,0.1578947368421052,0.0,48,82749.5713739685,6000.0,88749.5713739685,0.3125,0.4791666666666667,0.2083333333333333,0.15625,19,32332.23406503286,2750.0,35082.234065032855,0.0,0.8947368421052632,0.1052631578947368,0.2894736842105263,14,30600.0,1500.0,32100.0,0.0,0.7857142857142857,0.2142857142857142,0.0714285714285714,,
