iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.635202300036326,598549.0530129252,598549.0530129252,598549.0530129252,450,150,-3670.7336632267284,0.0
2,1.2260204000631347,426878.40417249623,426878.40417249623,426878.40417249623,331,300,-4172.142674030962,0.0
3,2.6679038000293076,417171.38831761456,417171.38831761456,417171.38831761456,330,450,-2517.255271,0.0
4,3.041059200069867,410085.4137914003,410085.4137914003,410085.4137914003,207,600,-2279.0016398335188,0.0
5,4.126945200026967,407410.95736942964,407410.95736942964,407410.95736942964,140,750,-2186.191076113256,0.0
6,5.290056099998765,403692.8274190096,403692.8274190096,403692.8274190096,86,900,-1670.3679508393245,0.0
7,6.560259300051257,400388.1841644602,400388.1841644602,400388.1841644602,98,1050,-1604.85392283285,0.0
8,8.040936600067653,398229.9984518124,398229.9984518124,398229.9984518124,65,1200,-558.209774030961,0.0
9,9.433371199993417,397700.4649584394,397700.4649584394,397700.4649584394,21,1350,-648.4332640309606,0.0
10,11.047725200071,397700.4649584393,397700.4649584393,397700.4649584393,23,1500,-200.000026113256,0.0
11,12.58106720005162,397700.4649584394,397700.4649584394,397700.4649584394,7,1650,-198.4520203374832,0.0
12,14.005963500007056,397700.4649584394,397700.4649584394,397700.4649584394,13,1800,-119.61026983351894,0.0
13,15.829494000063278,397700.4649584394,397700.4649584394,397700.4649584394,43,1950,-200.00002341325603,0.0
14,16.414328400045633,397700.4649584394,397700.4649584394,397700.4649584394,1,2100,-46.5740893374832,0.0
15,18.07811990007758,397700.4649584394,397700.4649584394,397700.4649584394,5,2250,-790.3268396191079,0.0
16,19.03027770004701,397700.4649584394,397700.4649584394,397700.4649584394,3,2400,-217.32575842843926,0.0
17,20.533946400042623,397700.4649584394,397700.4649584394,397700.4649584394,1,2550,-1.4159484635456465e-05,0.0
18,21.850947999977507,397700.4649584394,397700.4649584394,397700.4649584394,7,2700,-154.79173300000002,0.0
19,23.65719659999013,397700.4649584394,397700.4649584394,397700.4649584394,2,2850,-1.827408368626493e-06,0.0
20,24.783773300005123,397700.4649584394,397700.4649584394,397700.4649584394,1,3000,-19.249114030960754,0.0
21,26.91758360003587,397700.4649584394,397700.4649584394,397700.4649584394,0,3150,0.0,0.0
