iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.0016477000899613,600760.2647018395,600760.2647018395,600760.2647018395,450,150,-3588.9997809947427,0.0
2,1.8293166999937966,433426.2989789945,433426.2989789945,433426.2989789945,317,300,-3235.411595962694,0.0
3,3.6741339000873268,417264.18672157347,417264.18672157347,417264.18672157347,207,450,-1901.3936235541519,0.0
4,5.578036300023086,415400.3518578486,415400.3518578486,415400.3518578486,155,600,-1795.902489165106,0.0
5,7.107768000103533,410337.89248369116,410337.89248369116,410337.89248369116,112,750,-1606.0244582858422,0.0
6,8.341602700063959,406924.0356923889,406924.0356923889,406924.0356923889,74,900,-1606.0244431107385,0.0
7,11.003914100001566,403426.4292306857,403426.4292306857,403426.4292306857,58,1050,-1078.111715831937,0.0
8,11.938868000055663,401858.36328106717,401858.36328106717,401858.36328106717,26,1200,-409.90327823646135,0.0
9,13.979931500041857,401594.91449056834,401594.91449056834,401594.91449056834,18,1350,-628.7036379890837,0.0
10,16.20958480006084,401594.91449056834,401594.91449056834,401594.91449056834,12,1500,-321.97550166843394,0.0
11,18.038321200059727,401594.91449056834,401594.91449056834,401594.91449056834,1,1650,-15.169578895798622,0.0
12,20.2685644000303,401594.91449056834,401594.91449056834,401594.91449056834,13,1800,-4.893039999999928,0.0
13,21.20946540008299,401594.91449056834,401594.91449056834,401594.91449056834,0,1950,0.0,0.0
