iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.18213040009140968,497115.8106052383,497115.8106052383,497115.8106052383,375,125,-3592.50899715016,0.0
2,1.478878700057976,344059.33530517865,344059.33530517865,344059.33530517865,299,250,-2813.101,0.0
3,2.545340600074269,323231.60434208903,323231.60434208903,323231.60434208903,284,375,-2352.7999999999997,0.0
4,3.8523814000654966,315745.0074884972,315745.0074884972,315745.0074884972,204,500,-1616.2191019417883,0.0
5,5.270761299994774,311954.75204588834,311954.75204588834,311954.75204588834,110,625,-1125.2963493517755,0.0
6,6.394152000080794,308536.3167312565,308536.3167312565,308536.3167312565,89,750,-1010.8217090886724,0.0
7,7.638679800089449,306800.34860532003,306800.34860532003,306800.34860532003,47,875,-1019.1975130886723,0.0
8,8.935892999987118,306800.3486053201,306800.3486053201,306800.3486053201,31,1000,-320.2316644333755,0.0
9,9.761504200054333,306800.3486053201,306800.3486053201,306800.3486053201,18,1125,-469.8289188168105,0.0
10,11.481835299986415,306800.3486053201,306800.3486053201,306800.3486053201,12,1250,-314.70041020635654,0.0
11,12.608917500008829,306800.3486053201,306800.3486053201,306800.3486053201,10,1375,-377.7245604911277,0.0
12,14.33459430001676,306800.3486053201,306800.3486053201,306800.3486053201,4,1500,-108.85991795039763,0.0
13,15.702851700014435,306800.34860532003,306800.34860532003,306800.34860532003,1,1625,-3.851193469017744e-06,0.0
14,17.045737500069663,306800.3486053201,306800.3486053201,306800.3486053201,14,1750,-133.51195121256933,0.0
15,18.08638290001545,306800.3486053201,306800.3486053201,306800.3486053201,0,1875,0.0,0.0
