iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.46171679999679327,790584.6338215682,790584.6338215682,790584.6338215682,600,200,-5950.457828150027,0.0
2,0.748840200016275,744764.7751828323,744764.7751828323,744764.7751828323,593,400,-5950.457828150027,0.0
3,1.1542364999186248,726004.5225923188,726004.5225923188,726004.5225923188,597,600,-5950.457828150027,0.0
4,1.640389599953778,705201.5588934702,705201.5588934702,705201.5588934702,600,800,-5950.457828150027,0.0
5,2.2220767999533564,690771.1271190682,690771.1271190682,690771.1271190682,600,1000,-5950.457828150027,0.0
6,2.8761838999344036,681054.7165290228,681054.7165290228,681054.7165290228,600,1200,-5950.457828150027,0.0
7,3.6034334999276325,673387.1565125912,673387.1565125912,673387.1565125912,600,1400,-5950.457828150027,0.0
8,4.363455399987288,666362.9534203793,666362.9534203793,666362.9534203793,594,1600,-5950.457828150027,0.0
9,5.173140799975954,659819.8243577604,659819.8243577604,659819.8243577604,598,1800,-5950.457828150027,0.0
10,6.047472800011747,651955.8493003183,651955.8493003183,651955.8493003183,598,2000,-5950.457828150027,0.0
11,6.94207909994293,644675.4185463624,644675.4185463624,644675.4185463624,600,2200,-5950.457828150027,0.0
12,7.903446699958295,637618.533643127,637618.533643127,637618.533643127,599,2400,-5950.457828150027,0.0
13,8.975031399982981,627043.813983755,627043.813983755,627043.813983755,584,2600,-5950.457828150027,0.0
14,10.019131999928504,620948.8467236195,620948.8467236195,620948.8467236195,578,2800,-5950.457828150027,0.0
15,11.14088520000223,615037.0723443727,615037.0723443727,615037.0723443727,568,3000,-5950.457828150027,0.0
16,12.299402899923734,603990.6573452668,603990.6573452668,603990.6573452668,500,3200,-5950.457828150027,0.0
17,13.629251500009559,597375.7885187839,597375.7885187839,597375.7885187839,496,3400,-5950.457828150027,0.0
18,14.924432099913247,591317.9309670979,591317.9309670979,591317.9309670979,494,3600,-5950.457828150027,0.0
19,16.341216399916448,585986.1064968121,585986.1064968121,585986.1064968121,495,3800,-5950.457828150027,0.0
20,17.783093999954872,581711.8832890581,581711.8832890581,581711.8832890581,429,4000,-5950.457828150027,0.0
