iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.5036533999955282,817654.1820928685,817654.1820928685,817654.1820928685,600,200,-5908.858416362771,0.0
2,0.7952010999433696,772583.9758145688,772583.9758145688,772583.9758145688,577,400,-7418.855842933971,0.0
3,1.2090564999962226,752628.5595702244,752628.5595702244,752628.5595702244,558,600,-7418.855842933971,0.0
4,1.7170941999647766,719545.7721277481,719545.7721277481,719545.7721277481,600,800,-7418.855842933971,0.0
5,2.3077075999462977,708921.0183978853,708921.0183978853,708921.0183978853,600,1000,-7418.855842933971,0.0
6,2.9545787000097334,696865.2564113633,696865.2564113633,696865.2564113633,597,1200,-7418.855842933971,0.0
7,3.655714900000021,685663.7473286209,685663.7473286209,685663.7473286209,599,1400,-7418.855842933971,0.0
8,4.422748500015587,677333.1491395306,677333.1491395306,677333.1491395306,597,1600,-7418.855842933971,0.0
9,5.2722474000183865,669817.1220548089,669817.1220548089,669817.1220548089,600,1800,-7418.855842933971,0.0
10,6.167851999984123,661328.7555444661,661328.7555444661,661328.7555444661,600,2000,-7418.855842933971,0.0
11,7.138338999939151,654059.5014213417,654059.5014213417,654059.5014213417,595,2200,-7418.855842933971,0.0
12,8.142395199974999,645239.4819422555,645239.4819422555,645239.4819422555,589,2400,-7418.855842933971,0.0
13,9.21860080002807,636987.37618511,636987.37618511,636987.37618511,591,2600,-7418.855842933971,0.0
14,10.337287300033495,630305.9276694123,630305.9276694123,630305.9276694123,587,2800,-7418.855842933971,0.0
15,11.525966699933633,624554.6421315356,624554.6421315356,624554.6421315356,558,3000,-7418.855842933971,0.0
16,12.749633600004017,618699.3528012204,618699.3528012204,618699.3528012204,507,3200,-7418.855842933971,0.0
17,14.00831720000133,613239.0173280535,613239.0173280535,613239.0173280535,521,3400,-7418.855842933971,0.0
18,15.356691299937665,607765.2665205577,607765.2665205577,607765.2665205577,463,3600,-7418.855842933971,0.0
19,16.76234120002482,603474.9487452979,603474.9487452979,603474.9487452979,459,3800,-7418.855842933971,0.0
20,18.267740500043146,599355.0173927235,599355.0173927235,599355.0173927235,421,4000,-7418.855842933971,0.0
