iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.2233362999977544,2037069.7851319292,2037069.7851319292,2037069.7851319292,1500,500,-5999.116244957639,0.0
2,1.8808467999915592,1986514.0441169445,1986514.0441169445,1986514.0441169445,1499,1000,-7707.668269681876,0.0
3,2.813276800006861,1967469.2757614704,1967469.2757614704,1967469.2757614704,1500,1500,-7707.668269681876,0.0
4,3.99516940000467,1950827.7833939884,1950827.7833939884,1950827.7833939884,1500,2000,-7707.668269681876,0.0
5,5.394142899982398,1940446.6632623158,1940446.6632623158,1940446.6632623158,1500,2500,-7707.668269681876,0.0
6,6.958552600000985,1926985.4937416627,1926985.4937416627,1926985.4937416627,1500,3000,-7707.668269681876,0.0
7,8.70156339998357,1919673.972267747,1919673.972267747,1919673.972267747,1500,3500,-7707.668269681876,0.0
8,10.591227400000207,1909507.9839195048,1909507.9839195048,1909507.9839195048,1500,4000,-7707.668269681876,0.0
9,12.611950999998953,1894808.1637635524,1894808.1637635524,1894808.1637635524,1490,4500,-7707.668269681876,0.0
10,14.774204999994254,1882808.940595758,1882808.940595758,1882808.940595758,1496,5000,-7707.668269681876,0.0
11,17.046507899998687,1871901.3591234228,1871901.3591234228,1871901.3591234228,1484,5500,-7707.668269681876,0.0
12,19.477967399987392,1860394.5612053745,1860394.5612053745,1860394.5612053745,1478,6000,-7707.668269681876,0.0
13,22.04024179998669,1849450.8710626503,1849450.8710626503,1849450.8710626503,1379,6500,-7707.668269681876,0.0
14,24.867234599980293,1835328.8225368215,1835328.8225368215,1835328.8225368215,1374,7000,-7707.668269681876,0.0
15,27.73035629998776,1825070.6155221346,1825070.6155221346,1825070.6155221346,1236,7500,-7707.668269681876,0.0
16,30.74373069999274,1817054.5310786737,1817054.5310786737,1817054.5310786737,1227,8000,-7707.668269681876,0.0
17,33.864737099997,1810157.170596725,1810157.170596725,1810157.170596725,1208,8500,-7707.668269681876,0.0
18,37.14169459999539,1798585.0685027165,1798585.0685027165,1798585.0685027165,1248,9000,-7707.668269681876,0.0
19,40.66155550000258,1790968.6271868732,1790968.6271868732,1790968.6271868732,1060,9500,-7707.668269681876,0.0
20,44.31666129999212,1784662.6049605843,1784662.6049605843,1784662.6049605843,1015,10000,-7707.668269681876,0.0
21,48.149487499991665,1777726.8554933541,1777726.8554933541,1777726.8554933541,911,10500,-7707.668269681876,0.0
22,52.01567619998241,1771713.1682918258,1771713.1682918258,1771713.1682918258,849,11000,-7707.668269681876,0.0
23,56.00720900000306,1765741.1177743317,1765741.1177743317,1765741.1177743317,822,11500,-7707.668269681876,0.0
24,60.27971599999,1759799.7075143876,1759799.7075143876,1759799.7075143876,740,12000,-7707.668269681876,0.0
25,64.56533799998579,1753920.1690603304,1753920.1690603304,1753920.1690603304,701,12500,-7707.668269681876,0.0
26,69.11652119999053,1748127.1818184832,1748127.1818184832,1748127.1818184832,666,13000,-7707.668269681876,0.0
27,73.66102669999236,1742358.211550197,1742358.211550197,1742358.211550197,717,13500,-7707.668269681876,0.0
28,78.52836609998485,1736590.4569979103,1736590.4569979103,1736590.4569979103,590,14000,-7707.668269681876,0.0
29,83.35420380000141,1730854.6375369164,1730854.6375369164,1730854.6375369164,476,14500,-7707.668269681876,0.0
30,88.32865859998856,1725149.4847304935,1725149.4847304935,1725149.4847304935,498,15000,-7707.668269681876,0.0
31,93.65584079999826,1719480.5508079058,1719480.5508079058,1719480.5508079058,510,15500,-7707.668269681876,0.0
32,98.88376639998751,1713820.5056694434,1713820.5056694434,1713820.5056694434,344,16000,-7707.668269681876,0.0
33,104.09458219999215,1709481.8256942886,1709481.8256942886,1709481.8256942886,447,16500,-7707.668269681876,0.0
34,109.34565899998415,1705461.9636207232,1705461.9636207232,1705461.9636207232,436,17000,-7707.668269681876,0.0
35,114.75934610000695,1701729.2264682972,1701729.2264682972,1701729.2264682972,340,17500,-7707.668269681876,0.0
36,120.10700689998339,1699132.1307154759,1699132.1307154759,1699132.1307154759,332,18000,-7707.668269681876,0.0
37,125.7995127000031,1698352.7892471203,1698352.7892471203,1698352.7892471203,351,18500,-7707.668269681876,0.0
38,131.4763779999921,1698224.0424931438,1698224.0424931438,1698224.0424931438,273,19000,-7707.668269681876,0.0
39,137.0637313000043,1698224.0425049183,1698224.0425049183,1698224.0425049183,229,19500,-7707.668269681876,0.0
40,143.0912475999794,1698224.042504918,1698224.042504918,1698224.042504918,132,20000,-7707.668269681876,0.0
41,148.97875539999222,1698224.0425049178,1698224.0425049178,1698224.0425049178,116,20500,-7707.668269681876,0.0
42,154.89118839998264,1698224.042504918,1698224.042504918,1698224.042504918,92,21000,-7707.668269681876,0.0
43,161.0498691999819,1698224.0425049185,1698224.0425049185,1698224.0425049185,156,21500,-7707.668269681876,0.0
44,167.04890920000616,1698224.042504918,1698224.042504918,1698224.042504918,66,22000,-7707.668269681876,0.0
45,172.9953797000053,1698224.0425049183,1698224.0425049183,1698224.0425049183,75,22500,-7707.668269681876,0.0
46,178.90480570000364,1698224.042504918,1698224.042504918,1698224.042504918,91,23000,-7707.668269681876,0.0
47,184.86061010000412,1698224.0425185456,1698224.0425185456,1698224.0425185456,75,23500,-7707.668269681876,0.0
48,190.87063130000024,1698224.0425049183,1698224.0425049183,1698224.0425049183,16,24000,-7707.668269681876,0.0
49,196.92830440000398,1698224.0425049176,1698224.0425049176,1698224.0425049176,101,24500,-7707.668269681876,0.0
50,202.91197190000094,1698224.0425049183,1698224.0425049183,1698224.0425049183,153,25000,-7707.668269681876,0.0
51,208.84521810000297,1698224.0424905876,1698224.0424905876,1698224.0424905876,83,25500,-7707.668269681876,0.0
52,214.74580509998486,1698224.0425049176,1698224.0425049176,1698224.0425049176,36,26000,-7707.668269681876,0.0
53,220.73698339998373,1698224.042488997,1698224.042488997,1698224.042488997,111,26500,-7707.668269681876,0.0
54,226.83201149999513,1698224.0425049183,1698224.0425049183,1698224.0425049183,25,27000,-7707.668269681876,0.0
55,232.86967369998456,1698224.042504918,1698224.042504918,1698224.042504918,69,27500,-7707.668269681876,0.0
56,238.9880712000013,1698224.0424932912,1698224.0424932912,1698224.0424932912,44,28000,-7707.668269681876,0.0
57,245.18983799999114,1698224.0425049176,1698224.0425049176,1698224.0425049176,22,28500,-7707.668269681876,0.0
58,251.0959858999995,1698224.0425049174,1698224.0425049174,1698224.0425049174,16,29000,-7707.668269681876,0.0
59,257.1913679999998,1698224.0425049176,1698224.0425049176,1698224.0425049176,19,29500,-7707.668269681876,0.0
60,263.64417799998773,1698224.0425049176,1698224.0425049176,1698224.0425049176,20,30000,-7707.668269681876,0.0
