iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.5773534000036307,800406.4999593409,800406.4999593409,800406.4999593409,600,200,-5993.114247028561,0.0
2,0.8531064999988303,750969.6429596636,750969.6429596636,750969.6429596636,594,400,-6120.9484314926685,0.0
3,1.237243599985959,735575.0212502126,735575.0212502126,735575.0212502126,579,600,-5971.58549780791,0.0
4,1.712325599975884,721385.597100022,721385.597100022,721385.597100022,600,800,-5797.97424565503,0.0
5,2.263589799986221,697280.3295960737,697280.3295960737,697280.3295960737,600,1000,-3800.6062016465476,0.0
6,2.877459099981934,687779.9547534354,687779.9547534354,687779.9547534354,598,1200,-3425.417893423728,0.0
7,3.537351499981014,678766.1116166519,678766.1116166519,678766.1116166519,598,1400,-3356.418986858251,0.0
8,4.249172299983911,669607.0378559118,669607.0378559118,669607.0378559118,598,1600,-3244.671217264754,0.0
9,5.002824399998644,661607.7102230361,661607.7102230361,661607.7102230361,588,1800,-3170.4666180416593,0.0
10,5.794993399991654,654827.8698657975,654827.8698657975,654827.8698657975,590,2000,-3112.033996138948,0.0
11,6.634618699987186,646085.0518793601,646085.0518793601,646085.0518793601,584,2200,-3051.913896138948,0.0
12,7.532912199996645,639886.5423930726,639886.5423930726,639886.5423930726,597,2400,-3014.399993423728,0.0
13,8.44400869999663,632565.6756207922,632565.6756207922,632565.6756207922,567,2600,-2929.4072412385594,0.0
14,9.434669699985534,624941.5621062497,624941.5621062497,624941.5621062497,584,2800,-2916.477406248654,0.0
15,10.426096799987135,615850.457224365,615850.457224365,615850.457224365,585,3000,-2195.634706248654,0.0
16,11.497673299978487,611173.6906928953,611173.6906928953,611173.6906928953,518,3200,-2183.917243110739,0.0
17,12.616162099991925,606330.2653388961,606330.2653388961,606330.2653388961,541,3400,-2169.168911546817,0.0
18,13.783186999993632,601752.7673616617,601752.7673616617,601752.7673616617,511,3600,-2131.843242909149,0.0
19,15.013646899984451,597251.7764597522,597251.7764597522,597251.7764597522,506,3800,-2070.737747846119,0.0
20,16.31574130000081,592889.9099312532,592889.9099312532,592889.9099312532,449,4000,-2058.14299130149,0.0
21,17.651716899999883,588779.7867219652,588779.7867219652,588779.7867219652,447,4200,-2044.1206714800983,0.0
22,19.052830300002825,584723.7103551897,584723.7103551897,584723.7103551897,449,4400,-2005.165479903962,0.0
