iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.1686537000350654,2047240.4643288888,2047240.4643288888,2047240.4643288888,1500,500,-5996.629674536693,0.0
2,1.8457835000008345,1995162.0261641976,1995162.0261641976,1995162.0261641976,1500,1000,-6219.281795006945,0.0
3,2.8238892999943346,1974675.558757993,1974675.558757993,1974675.558757993,1500,1500,-7485.6323504538805,0.0
4,4.078800500021316,1959332.0521862383,1959332.0521862383,1959332.0521862383,1500,2000,-7485.6323504538805,0.0
5,5.542379399994388,1943599.39513958,1943599.39513958,1943599.39513958,1500,2500,-7485.6323504538805,0.0
6,7.23108149995096,1931635.6496408777,1931635.6496408777,1931635.6496408777,1499,3000,-7485.6323504538805,0.0
7,9.085181399947032,1921601.495153691,1921601.495153691,1921601.495153691,1494,3500,-7485.6323504538805,0.0
8,11.10720540001057,1911302.589023678,1911302.589023678,1911302.589023678,1483,4000,-7485.6323504538805,0.0
9,13.355971699929796,1903640.7572675806,1903640.7572675806,1903640.7572675806,1492,4500,-7485.6323504538805,0.0
10,15.81728119996842,1893952.253847637,1893952.253847637,1893952.253847637,1486,5000,-7485.6323504538805,0.0
11,18.264250500011258,1883629.318883642,1883629.318883642,1883629.318883642,1473,5500,-7485.6323504538805,0.0
12,20.802695099962875,1873765.3550454353,1873765.3550454353,1873765.3550454353,1448,6000,-7485.6323504538805,0.0
13,23.446838299976662,1862664.372610523,1862664.372610523,1862664.372610523,1430,6500,-7485.6323504538805,0.0
14,26.306119699962437,1847931.0029267475,1847931.0029267475,1847931.0029267475,1360,7000,-7485.6323504538805,0.0
15,29.420722399954684,1834896.3798162877,1834896.3798162877,1834896.3798162877,1269,7500,-7485.6323504538805,0.0
16,32.57931269996334,1827974.990113569,1827974.990113569,1827974.990113569,1330,8000,-7485.6323504538805,0.0
17,35.89158519997727,1821162.2693887677,1821162.2693887677,1821162.2693887677,1097,8500,-7485.6323504538805,0.0
18,39.51589599996805,1814187.6132826188,1814187.6132826188,1814187.6132826188,1137,9000,-7485.6323504538805,0.0
19,43.23884529992938,1806904.6760632363,1806904.6760632363,1806904.6760632363,1075,9500,-7485.6323504538805,0.0
20,46.991015299921855,1800336.931625801,1800336.931625801,1800336.931625801,981,10000,-7485.6323504538805,0.0
