iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.5739992000162601,812608.9690944873,812608.9690944873,812608.9690944873,600,200,-5935.879249849158,0.0
2,0.8595976000069641,770954.3933968662,770954.3933968662,770954.3933968662,586,400,-6743.8565772443535,0.0
3,1.2394650999922305,750276.5597477979,750276.5597477979,750276.5597477979,578,600,-5917.9293236453705,0.0
4,1.7003747000126168,732569.9224400761,732569.9224400761,732569.9224400761,600,800,-5905.736844093934,0.0
5,2.235065000015311,717370.8396666583,717370.8396666583,717370.8396666583,600,1000,-5071.463101285515,0.0
6,2.8244681999785826,708002.7955746684,708002.7955746684,708002.7955746684,600,1200,-3507.331249547475,0.0
7,3.43753990001278,701016.3962349762,701016.3962349762,701016.3962349762,600,1400,-3479.0681584457466,0.0
8,4.097623699984979,693916.2099571491,693916.2099571491,693916.2099571491,599,1600,-3354.8385495474754,0.0
9,4.794494099973235,687214.4233140921,687214.4233140921,687214.4233140921,597,1800,-3271.0877811739792,0.0
10,5.520304200006649,680601.9971898586,680601.9971898586,680601.9971898586,594,2000,-3197.4319811739797,0.0
11,6.3099159999983385,674062.3202033953,674062.3202033953,674062.3202033953,599,2200,-3184.7614246318526,0.0
12,7.103330800018739,666047.9047853025,666047.9047853025,666047.9047853025,590,2400,-3160.9003853303193,0.0
13,7.9404677000129595,658245.1591833223,658245.1591833223,658245.1591833223,584,2600,-3140.98364535536,0.0
14,8.806958900007885,650696.3700889997,650696.3700889997,650696.3700889997,594,2800,-3120.602170936113,0.0
15,9.717258699995,643756.0397163646,643756.0397163646,643756.0397163646,575,3000,-3095.468970936113,0.0
16,10.671170599991456,637576.4175384765,637576.4175384765,637576.4175384765,556,3200,-3066.4756853303197,0.0
17,11.686611999990419,629004.9798764134,629004.9798764134,629004.9798764134,524,3400,-3021.1158853303195,0.0
18,12.734768999973312,617576.918951462,617576.918951462,617576.918951462,535,3600,-2794.891199350508,0.0
19,13.811906299961265,607694.5103981156,607694.5103981156,607694.5103981156,528,3800,-2207.370594900124,0.0
20,14.966333199990913,601689.8987095543,601689.8987095543,601689.8987095543,533,4000,-2486.1601240066757,0.0
21,16.15468169999076,596424.2214895717,596424.2214895717,596424.2214895717,505,4200,-2090.6410048069497,0.0
22,17.517137499991804,592246.9465035233,592246.9465035233,592246.9465035233,406,4400,-2046.1739244751257,0.0
23,18.809708099986892,588160.3180414235,588160.3180414235,588160.3180414235,381,4600,-2006.8705513851214,0.0
24,20.15290509996703,584155.858765458,584155.858765458,584155.858765458,423,4800,-1990.9102709361123,0.0
25,21.534909199981485,580208.3605292367,580208.3605292367,580208.3605292367,387,5000,-1950.3941214798378,0.0
26,22.96993239998119,576313.9902512118,576313.9902512118,576313.9902512118,344,5200,-1924.1900896197487,0.0
27,24.41738090000581,572475.3273081934,572475.3273081934,572475.3273081934,317,5400,-1901.0314708726169,0.0
28,25.880627800012007,568684.3954547379,568684.3954547379,568684.3954547379,291,5600,-1873.6093564018906,0.0
29,27.403654099965934,564968.3897402269,564968.3897402269,564968.3897402269,318,5800,-1836.6051671354458,0.0
30,28.995528500003275,561293.5073746312,561293.5073746312,561293.5073746312,247,6000,-1832.24379935051,0.0
31,30.613760699983686,557620.7692353816,557620.7692353816,557620.7692353816,186,6200,-1829.065763856545,0.0
32,32.36009580001701,553963.0508524813,553963.0508524813,553963.0508524813,141,6400,-1806.9781638565441,0.0
33,34.00822349998634,550357.8172490704,550357.8172490704,550357.8172490704,316,6600,-1800.000030947906,0.0
34,35.70525940001244,546757.8172490704,546757.8172490704,546757.8172490704,120,6800,-1800.0000463724111,0.0
35,37.35149949998595,543161.8037542737,543161.8037542737,543161.8037542737,95,7000,-1795.347955336726,0.0
36,39.006357299978845,539866.1996163948,539866.1996163948,539866.1996163948,58,7200,-1569.129163856545,0.0
37,40.729688699997496,538884.6364704161,538884.6364704161,538884.6364704161,96,7400,-467.8719169471092,0.0
38,42.4447595999809,538587.9546675588,538587.9546675588,538587.9546675588,54,7600,-252.737046372411,0.0
39,44.165947399975266,538587.9546801568,538587.9546801568,538587.9546801568,18,7800,-129.47511072802718,0.0
40,45.96874189999653,538587.9546785598,538587.9546785598,538587.9546785598,37,8000,-132.67197539884137,0.0
41,47.67586829996435,538587.9546771159,538587.9546771159,538587.9546771159,48,8200,-116.31245305544189,0.0
42,49.41447379998863,538587.9546788023,538587.9546788023,538587.9546788023,16,8400,-242.8148773280268,0.0
43,51.11388999997871,538587.9546655343,538587.9546655343,538587.9546655343,62,8600,-166.3359352135344,0.0
44,52.84736909996718,538587.9546718737,538587.9546718737,538587.9546718737,184,8800,-105.21370783985321,0.0
45,54.59176819998538,538587.954686154,538587.954686154,538587.954686154,80,9000,-166.33593137937987,0.0
46,56.357302299991716,538587.9546759473,538587.9546759473,538587.9546759473,149,9200,-110.00341307990038,0.0
47,58.14214650000213,538587.9546741084,538587.9546741084,538587.9546741084,30,9400,-34.65614289884115,0.0
48,59.99551539996173,538587.9546943664,538587.9546943664,538587.9546943664,23,9600,-4.6628548261651304e-05,0.0
