iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.5685551000060514,794877.0483261286,794877.0483261286,794877.0483261286,600,200,-5902.913757901737,0.0
2,0.8389281000127085,740538.9085102001,740538.9085102001,740538.9085102001,597,400,-9899.337236855245,0.0
3,1.207027999975253,727232.0643877772,727232.0643877772,727232.0643877772,597,600,-5902.913757901737,0.0
4,1.6575038000009954,707722.3030550182,707722.3030550182,707722.3030550182,600,800,-5209.121995427646,0.0
5,2.1764896999811754,693363.6346633937,693363.6346633937,693363.6346633937,600,1000,-3707.8556112522115,0.0
6,2.747274200024549,682614.7559221432,682614.7559221432,682614.7559221432,597,1200,-3486.132283592334,0.0
7,3.3547451000194997,674578.6887753158,674578.6887753158,674578.6887753158,600,1400,-3452.1085168724367,0.0
8,4.0090241999714635,665005.0167544241,665005.0167544241,665005.0167544241,600,1600,-3340.2321862829363,0.0
9,4.701053099997807,658378.0868126715,658378.0868126715,658378.0868126715,600,1800,-3264.0180975944713,0.0
10,5.4466060000122525,651569.9698869521,651569.9698869521,651569.9698869521,600,2000,-3090.958147339418,0.0
11,6.196628200006671,644272.1159399723,644272.1159399723,644272.1159399723,593,2200,-3090.958147339418,0.0
12,7.044664899993222,637809.1479366317,637809.1479366317,637809.1479366317,571,2400,-3033.397940832486,0.0
13,7.880714799975976,629671.1866269241,629671.1866269241,629671.1866269241,572,2600,-2959.0294220928818,0.0
14,8.744430000020657,618755.1650422652,618755.1650422652,618755.1650422652,545,2800,-2824.232603756634,0.0
15,9.65619589999551,610887.9126409227,610887.9126409227,610887.9126409227,578,3000,-2487.755983170833,0.0
16,10.63421049999306,603821.2949145156,603821.2949145156,603821.2949145156,561,3200,-2202.4402578175414,0.0
17,11.629966799984686,598335.1662360403,598335.1662360403,598335.1662360403,534,3400,-2174.7951014979226,0.0
18,12.668229200004134,592934.776838031,592934.776838031,592934.776838031,513,3600,-2529.7453008039197,0.0
19,13.775665100023616,586548.3166424365,586548.3166424365,586548.3166424365,466,3800,-2067.931114140989,0.0
20,14.927527800027747,582343.2860297952,582343.2860297952,582343.2860297952,440,4000,-2033.9734235869819,0.0
21,16.18340929999249,578192.612885094,578192.612885094,578192.612885094,418,4200,-2002.956962714602,0.0
22,17.471516499994323,574158.9394662967,574158.9394662967,574158.9394662967,415,4400,-1993.4472228328505,0.0
23,18.83004610001808,570174.9289771273,570174.9289771273,570174.9289771273,325,4600,-1990.5633641594848,0.0
24,20.18347079999512,566171.2807127907,566171.2807127907,566171.2807127907,373,4800,-1988.4726780947094,0.0
25,21.6193105999846,561834.5118673048,561834.5118673048,561834.5118673048,307,5000,-1928.655151154947,0.0
26,23.07888310000999,557969.1032966614,557969.1032966614,557969.1032966614,339,5200,-1909.5034511549466,0.0
