iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.7174358000047505,143194.30896067736,143194.30896067736,143194.30896067736,104,50,-2198.915653097525,0.0
2,0.9629739999654703,143194.30896067736,143194.30896067736,143194.30896067736,96,100,-2198.915653097525,0.0
3,1.2490785999689251,143194.30896067736,143194.30896067736,143194.30896067736,93,150,-2198.915653275093,0.0
4,1.5855788000044413,143194.30896067736,143194.30896067736,143194.30896067736,86,200,-2198.915653097525,0.0
5,1.9719077000045218,143194.30896067736,143194.30896067736,143194.30896067736,93,250,-3234.565353275093,0.0
