iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,13.153877000091597,181795.0009279913,181795.0009279913,181795.00092799138,0,0,0.0,0.0
