iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.4373151999898255,794877.0483261286,794877.0483261286,794877.0483261286,600,200,-5902.913757901737,0.0
2,0.7158382999477908,740538.9085102001,740538.9085102001,740538.9085102001,597,400,-9899.337236855245,0.0
3,1.100823999964632,727232.0643877772,727232.0643877772,727232.0643877772,597,600,-9899.337236855245,0.0
4,1.592085599899292,707722.3030550182,707722.3030550182,707722.3030550182,600,800,-9899.337236855245,0.0
5,2.14188499993179,693363.6346633937,693363.6346633937,693363.6346633937,600,1000,-9899.337236855245,0.0
6,2.7597826999844983,682614.7559221432,682614.7559221432,682614.7559221432,597,1200,-9899.337236855245,0.0
7,3.4177647999022156,674578.6887753158,674578.6887753158,674578.6887753158,600,1400,-9899.337236855245,0.0
8,4.144787899916992,665005.0167544241,665005.0167544241,665005.0167544241,600,1600,-9899.337236855245,0.0
9,4.907438199967146,658378.0868126715,658378.0868126715,658378.0868126715,600,1800,-9899.337236855245,0.0
10,5.704422499984503,651569.9698869521,651569.9698869521,651569.9698869521,600,2000,-9899.337236855245,0.0
11,6.608033699914813,644272.1159399723,644272.1159399723,644272.1159399723,593,2200,-9899.337236855245,0.0
12,7.498384599923156,637809.1479366317,637809.1479366317,637809.1479366317,571,2400,-9899.337236855245,0.0
13,8.43086909991689,629671.1866269241,629671.1866269241,629671.1866269241,572,2600,-9899.337236855245,0.0
14,9.41549009992741,618755.1650422652,618755.1650422652,618755.1650422652,545,2800,-9899.337236855245,0.0
15,10.450050399987958,610887.9126409227,610887.9126409227,610887.9126409227,578,3000,-9899.337236855245,0.0
16,11.555304099922068,603821.2949145156,603821.2949145156,603821.2949145156,561,3200,-9899.337236855245,0.0
17,12.70185119996313,598335.1662360403,598335.1662360403,598335.1662360403,534,3400,-9899.337236855245,0.0
18,13.922615099931136,592934.776838031,592934.776838031,592934.776838031,513,3600,-9899.337236855245,0.0
19,15.204109899932519,586548.3166424365,586548.3166424365,586548.3166424365,466,3800,-9899.337236855245,0.0
20,16.54129879991524,582343.2860297952,582343.2860297952,582343.2860297952,440,4000,-9899.337236855245,0.0
