iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.29982919996837154,794877.0483261286,794877.0483261286,794877.0483261286,600,200,-3707.8555789317325,0.0
2,0.5139791999827139,611753.3785039674,611753.3785039674,611753.3785039674,502,400,-3033.863314140988,0.0
3,0.7442572999862023,594541.9299615752,594541.9299615752,594541.9299615752,293,600,-2149.4067228328504,0.0
4,1.0132542999926955,591369.8800081847,591369.8800081847,591369.8800081847,186,800,-1990.62924890835,0.0
5,1.2832724999752827,586115.9291643696,586115.9291643696,586115.9291643696,142,1000,-1755.194457238692,0.0
6,1.5655249999836087,582352.6152302288,582352.6152302288,582352.6152302288,95,1200,-1473.315320596819,0.0
7,1.8634425000054762,579273.8841987585,579273.8841987585,579273.8841987585,76,1400,-1015.758618948375,0.0
8,2.1658226000145078,578475.6166288754,578475.6166288754,578475.6166288754,81,1600,-999.1776816538727,0.0
9,2.48589999997057,578475.6166288754,578475.6166288754,578475.6166288754,36,1800,-329.292189448375,0.0
10,2.8225609000073746,578475.6166288754,578475.6166288754,578475.6166288754,12,2000,-301.1438040326311,0.0
11,3.1437287000007927,578475.6166288754,578475.6166288754,578475.6166288754,23,2200,-228.5937359999998,0.0
12,3.467443400004413,578475.6166288754,578475.6166288754,578475.6166288754,2,2400,-42.75212825821109,0.0
13,3.8116847000201233,578475.6166288754,578475.6166288754,578475.6166288754,25,2600,-45.663091839325716,0.0
14,4.152349999989383,578475.6166288754,578475.6166288754,578475.6166288754,5,2800,-153.89670699999988,0.0
15,4.480131599993911,578475.6166288754,578475.6166288754,578475.6166288754,3,3000,-60.14163530507858,0.0
16,4.809899299987592,578475.6166288754,578475.6166288754,578475.6166288754,25,3200,-60.63713847276222,0.0
17,5.1543887999723665,578475.6166288754,578475.6166288754,578475.6166288754,5,3400,-26.926280097894733,0.0
18,5.47890579997329,578475.6166288754,578475.6166288754,578475.6166288754,2,3600,-90.60982999999987,0.0
19,5.811758600000758,578475.6166288754,578475.6166288754,578475.6166288754,2,3800,-5.028745999879902e-05,0.0
20,6.148328899987973,578475.6166288754,578475.6166288754,578475.6166288754,19,4000,-172.80254244837568,0.0
21,6.486157800012734,578475.6166288754,578475.6166288754,578475.6166288754,4,4200,-150.34253786201407,0.0
22,6.828966700006276,578475.6166288754,578475.6166288754,578475.6166288754,13,4400,-76.97440186201402,0.0
23,7.171120500017423,578475.6166288754,578475.6166288754,578475.6166288754,3,4600,-206.91106900271598,0.0
24,7.496869099966716,578475.6166288754,578475.6166288754,578475.6166288754,22,4800,-2.5457859692323836e-05,0.0
25,7.837518299988005,578475.6166288754,578475.6166288754,578475.6166288754,6,5000,-37.28634065897131,0.0
26,8.186765199992806,578475.6166288754,578475.6166288754,578475.6166288754,2,5200,-7.417104633394956,0.0
27,8.530894599971361,578475.6166288754,578475.6166288754,578475.6166288754,5,5400,-336.8117149999998,0.0
28,8.871952700021211,578475.6166288754,578475.6166288754,578475.6166288754,4,5600,-38.46820543339436,0.0
29,9.214411200024188,578475.6166288754,578475.6166288754,578475.6166288754,4,5800,-72.65158800000017,0.0
30,9.5498148999759,578475.6166288754,578475.6166288754,578475.6166288754,0,6000,0.0,0.0
