iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.4972045999020338,817654.1820928685,817654.1820928685,817654.1820928685,600,200,-5908.858416362771,0.0
2,0.7941760999383405,772583.9758145688,772583.9758145688,772583.9758145688,577,400,-7418.855842933971,0.0
3,1.2085432999301702,752628.5595702244,752628.5595702244,752628.5595702244,558,600,-7418.855842933971,0.0
4,1.7242067999904975,719545.7721277481,719545.7721277481,719545.7721277481,600,800,-7418.855842933971,0.0
5,2.3187718999106437,708921.0183978853,708921.0183978853,708921.0183978853,600,1000,-7418.855842933971,0.0
6,2.9823897999012843,696865.2564113633,696865.2564113633,696865.2564113633,597,1200,-7418.855842933971,0.0
7,3.693959499942139,685663.7473286209,685663.7473286209,685663.7473286209,599,1400,-7418.855842933971,0.0
8,4.462233899976127,677333.1491395306,677333.1491395306,677333.1491395306,597,1600,-7418.855842933971,0.0
9,5.330622699926607,669817.1220548089,669817.1220548089,669817.1220548089,600,1800,-7418.855842933971,0.0
10,6.238329699961469,661328.7555444661,661328.7555444661,661328.7555444661,600,2000,-7418.855842933971,0.0
11,7.289937099907547,654059.5014213417,654059.5014213417,654059.5014213417,595,2200,-7418.855842933971,0.0
12,8.36191219999455,645239.4819422555,645239.4819422555,645239.4819422555,589,2400,-7418.855842933971,0.0
13,9.459934499929659,636987.37618511,636987.37618511,636987.37618511,591,2600,-7418.855842933971,0.0
14,10.577395199914463,630305.9276694123,630305.9276694123,630305.9276694123,587,2800,-7418.855842933971,0.0
15,11.832437800010666,624554.6421315356,624554.6421315356,624554.6421315356,558,3000,-7418.855842933971,0.0
16,13.06629789993167,618699.3528012204,618699.3528012204,618699.3528012204,507,3200,-7418.855842933971,0.0
17,14.356938799959607,613239.0173280535,613239.0173280535,613239.0173280535,521,3400,-7418.855842933971,0.0
18,15.728895699954592,607765.2665205577,607765.2665205577,607765.2665205577,463,3600,-7418.855842933971,0.0
19,17.155304899904877,603474.9487452979,603474.9487452979,603474.9487452979,459,3800,-7418.855842933971,0.0
20,18.67998869996518,599355.0173927235,599355.0173927235,599355.0173927235,421,4000,-7418.855842933971,0.0
