iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.339552299999923,232489.7573885256,232489.7573885256,232489.7573885256,132,50,-5873.304578825585,6103,0.0
2,0.45234960000016144,232489.7573885256,232489.7573885256,232489.7573885256,114,100,-5530.219508215201,4295,0.0
3,0.5942113999999492,232489.7573885256,232489.7573885256,232489.7573885256,138,150,-5374.191226949273,5590,0.0
4,0.7568675000002258,232489.7573885256,232489.7573885256,232489.7573885256,130,200,-5530.219508215201,4312,0.0
5,0.9567189999997936,232489.7573885256,232489.7573885256,232489.7573885256,121,250,-5585.5680958992925,3677,0.0
