iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.6521981999999298,1795953.807616584,1795953.807616584,1795953.807616584,735,250,-5819.926663072385,53221,0.0
2,2.090158900000006,1795953.8076165845,1795953.8076165845,1795953.8076165845,725,500,-5955.803576381282,48930,0.0
3,2.674605799999881,1795953.8076165882,1795953.8076165882,1795953.8076165882,741,750,-5955.803576381282,45205,0.0
4,3.4007974999999533,1795953.8076165805,1795953.8076165805,1795953.8076165805,738,1000,-5985.45016784359,41798,0.0
5,4.258325399999649,1795953.807616584,1795953.807616584,1795953.807616584,738,1250,-5985.45016784359,38617,0.0
