iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.5152820000002976,2037069.7851319292,2037069.7851319292,2037069.7851319292,1500,500,-5999.116244957639,93017,0.0
2,2.2859809000001405,1986514.0441169445,1986514.0441169445,1986514.0441169445,1499,1000,-7707.668269681876,83277,0.0
3,3.3750520000003235,1967469.2757614704,1967469.2757614704,1967469.2757614704,1500,1500,-6086.572659655103,67168,0.0
4,4.754142799999954,1950827.7833939884,1950827.7833939884,1950827.7833939884,1500,2000,-5676.693445439265,54119,0.0
5,6.417778700000326,1940446.6632623158,1940446.6632623158,1940446.6632623158,1500,2500,-3591.270103530769,51689,0.0
6,8.246952800000145,1926985.4937416627,1926985.4937416627,1926985.4937416627,1500,3000,-4547.137506106914,46438,0.0
7,10.308678600000349,1919673.972267747,1919673.972267747,1919673.972267747,1500,3500,-3491.956060472295,45489,0.0
8,12.523375700000088,1909768.2676828036,1909768.2676828036,1909768.2676828036,1500,4000,-3468.467294899278,41371,0.0
