iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.5954086000001553,817654.1820928685,817654.1820928685,817654.1820928685,1000,200,-5908.858416362771,37626,0.0
2,1.001016599999275,763028.5516385951,763028.5516385951,763028.5516385951,955,400,-7189.028142933971,32468,0.0
3,1.601546399999279,748248.3469203643,748248.3469203643,748248.3469203643,993,600,-6091.783014276041,27076,0.0
4,2.371669699999984,716724.2966611683,716724.2966611683,716724.2966611683,1000,800,-5607.382338510405,21038,0.0
5,3.273645499999475,696677.1694283064,696677.1694283064,696677.1694283064,996,1000,-4974.8294163168885,17895,0.0
6,4.288109899998744,677205.6733065001,677205.6733065001,677205.6733065001,1000,1200,-3440.9282155312158,15593,0.0
7,5.383309400000144,667154.8136370219,667154.8136370219,667154.8136370219,997,1400,-3371.72832522889,14855,0.0
8,6.604288499998802,650300.8032484337,650300.8032484337,650300.8032484337,967,1600,-3076.4742324720987,13119,0.0
