iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.6676104999996824,608134.3120807592,608134.3120807592,608134.3120807592,278,100,-5927.603660655091,15843,0.0
2,0.8694375999998556,608134.3120807623,608134.3120807623,608134.3120807623,294,200,-7533.70734988242,15956,0.0
3,1.1115860999998404,608134.3120807592,608134.3120807592,608134.3120807592,289,300,-5927.603660655091,13807,0.0
4,1.4096174999999675,608134.3120807592,608134.3120807592,608134.3120807592,285,400,-8927.603716482308,12264,0.0
5,1.761636699999599,608134.3120807592,608134.3120807592,608134.3120807592,291,500,-5927.603660655091,11264,0.0
