iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.2107319000001553,84278.19481356595,84278.19481356595,84278.19481356595,54,25,-2061.521456885881,2246,0.0
2,0.2885012000001552,84278.19481356595,84278.19481356595,84278.19481356595,54,50,-2329.306061316829,2185,0.0
3,0.379628799999864,84278.19481356595,84278.19481356595,84278.19481356595,63,75,-2329.3060658879267,2310,0.0
4,0.4790104999997311,84278.19481356595,84278.19481356595,84278.19481356595,68,100,-2329.3060658879267,2373,0.0
5,0.5942712000000938,84278.19481356595,84278.19481356595,84278.19481356595,63,125,-2329.306061316829,1905,0.0
