iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.709925000000112,1853020.7652813243,1853020.7652813243,1853020.7652813243,734,250,-5992.947083447707,42185,0.0
2,2.1489017999997486,1853020.7652813243,1853020.7652813243,1853020.7652813243,736,500,-5974.652493141052,37881,0.0
3,2.738198999999895,1853020.7652813285,1853020.7652813285,1853020.7652813285,728,750,-11507.157177347006,34010,0.0
4,3.4601975999999013,1853020.7652813243,1853020.7652813243,1853020.7652813243,729,1000,-6149.133198595195,30906,0.0
5,4.349432699999852,1853020.7652813243,1853020.7652813243,1853020.7652813243,737,1250,-6149.133198595195,27702,0.0
