iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.6771369000002778,617398.8129587147,617398.8129587147,617398.8129587147,276,100,-5886.079163103072,15450,0.0
2,0.9069471000002522,617398.8129587147,617398.8129587147,617398.8129587147,279,200,-7009.850409785492,13884,0.0
3,1.1649594000000434,617398.8129587147,617398.8129587147,617398.8129587147,290,300,-5654.226084128524,13023,0.0
4,1.4844223000000056,617398.8129587146,617398.8129587146,617398.8129587146,287,400,-6125.973576468196,10672,0.0
5,1.8652395000003708,617398.8129587147,617398.8129587147,617398.8129587147,294,500,-8904.79263510341,11206,0.0
