iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.38133349999998245,213041.97946419797,213041.97946419797,213041.97946419797,135,50,-4805.743912771304,7917,0.0
2,0.5015770999998495,213041.9794641984,213041.9794641984,213041.9794641984,135,100,-3760.423475188366,7797,0.0
3,0.6502678000001652,213041.97946419797,213041.97946419797,213041.97946419797,134,150,-4805.743932888474,7062,0.0
4,0.8257416000001285,213041.97946419797,213041.97946419797,213041.97946419797,138,200,-4805.743912771304,5624,0.0
5,1.0302158999998028,213041.97946419797,213041.97946419797,213041.97946419797,136,250,-7886.590332888474,5415,0.0
