iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.3596937000002072,197309.52047255216,197309.52047255216,197309.52047255216,126,50,-5975.624921218014,7289,0.0
2,0.46990379999988363,197309.52047255216,197309.52047255216,197309.52047255216,123,100,-3489.3349959686507,6936,0.0
3,0.6133405000000494,197309.52047255216,197309.52047255216,197309.52047255216,129,150,-7119.218156608336,7344,0.0
4,0.7769536000000699,197309.52047255216,197309.52047255216,197309.52047255216,110,200,-5975.624921218014,6492,0.0
5,0.9614912000001823,197309.52047255216,197309.52047255216,197309.52047255216,112,250,-12220.738027650721,5477,0.0
