iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.5061946999999236,798342.2853185771,798342.2853185771,798342.2853185771,600,200,-5927.603660655091,38786,0.0
2,0.823988399999962,766833.1068300295,766833.1068300295,766833.1068300295,591,400,-6138.872066927086,35730,0.0
3,1.2581175000000258,755211.504607126,755211.504607126,755211.504607126,592,600,-5869.877007996745,33458,0.0
4,1.8097790000001623,742691.1123583684,742691.1123583684,742691.1123583684,594,800,-5802.574745161947,28558,0.0
5,2.450286700000106,715556.0911718989,715556.0911718989,715556.0911718989,600,1000,-5731.952368702295,23764,0.0
6,3.1941185000000587,701099.0653027907,701099.0653027907,701099.0653027907,598,1200,-3437.722935485842,21715,0.0
7,4.029641499999798,692338.3597990988,692338.3597990988,692338.3597990988,599,1400,-4178.590341959223,20716,0.0
8,4.926133899999968,684261.2570546449,684261.2570546449,684261.2570546449,599,1600,-3335.0840919091643,19481,0.0
