iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.718833099999756,1831095.4129799544,1831095.4129799544,1831095.4129799544,735,250,-5993.503578981433,43351,0.0
2,2.1678593999999975,1831095.4129799544,1831095.4129799544,1831095.4129799544,738,500,-8399.955968016291,38947,0.0
3,2.7435827999997855,1831095.412979955,1831095.412979955,1831095.412979955,740,750,-8442.669736455255,36298,0.0
4,3.478068699999767,1831095.4129799546,1831095.4129799546,1831095.4129799546,746,1000,-5974.652493141052,33566,0.0
5,4.351364099999955,1831095.4129799544,1831095.4129799544,1831095.4129799544,747,1250,-8582.040736455256,32073,0.0
