iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.746817700000065,1824838.0606004617,1824838.0606004617,1824838.0606004617,738,250,-5819.926663072385,43275,0.0
2,2.1804354000000785,1824838.0606004621,1824838.0606004621,1824838.0606004621,731,500,-5955.803576381282,39163,0.0
3,2.762608,1824838.0606004638,1824838.0606004638,1824838.0606004638,738,750,-9105.458897278624,32895,0.0
4,3.4843488999999863,1824838.0606004617,1824838.0606004617,1824838.0606004617,741,1000,-5985.45016784359,31394,0.0
5,4.359715000000051,1824838.0606004617,1824838.0606004617,1824838.0606004617,740,1250,-7405.0720316330935,25030,0.0
