iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.5459358999996766,794877.0483261286,794877.0483261286,794877.0483261286,1000,200,-5902.913757901737,38170,0.0
2,0.9369349999997212,738501.3177282537,738501.3177282537,738501.3177282537,995,400,-8617.374836855244,34080,0.0
3,1.521050600000308,722005.2768169732,722005.2768169732,722005.2768169732,981,600,-5902.913757901737,28020,0.0
4,2.255477200000314,701727.9945976768,701727.9945976768,701727.9945976768,1000,800,-5598.083495427646,22539,0.0
5,3.130245099999229,684388.1014014616,684388.1014014616,684388.1014014616,998,1000,-4514.867001252212,19175,0.0
6,4.100346600000194,665959.5191919112,665959.5191919112,665959.5191919112,1000,1200,-3358.8500862829364,17575,0.0
7,5.1352083000001585,653327.7671103254,653327.7671103254,653327.7671103254,996,1400,-3198.352218629,16982,0.0
8,6.236171499998818,643139.3346583546,643139.3346583546,643139.3346583546,976,1600,-3057.1380186290007,16020,0.0
