iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.5871756999999889,824997.9919676009,824997.9919676009,824997.9919676009,600,200,-5978.724166859692,37542,0.0
2,0.9203410999998596,788564.9470437939,788564.9470437939,788564.9470437939,576,400,-6446.285363103071,32535,0.0
3,1.392840999999862,772420.0536127561,772420.0536127561,772420.0536127561,588,600,-5972.473790006026,28826,0.0
4,1.9641474999998536,754710.3898846611,754710.3898846611,754710.3898846611,600,800,-5773.124138510405,23409,0.0
5,2.6244191999999202,738334.5804473638,738334.5804473638,738334.5804473638,598,1000,-4156.039199278606,20857,0.0
6,3.3423781999999846,726494.5157780445,726494.5157780445,726494.5157780445,599,1200,-3526.3526460550484,18932,0.0
7,4.119293299999754,717269.7536781379,717269.7536781379,717269.7536781379,595,1400,-3478.6924128137857,18067,0.0
8,4.946860300000026,710223.4390147701,710223.4390147701,710223.4390147701,597,1600,-3422.7687745625894,18567,0.0
