iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.1053633000001355,26759.48522564336,26759.48522564336,26759.48522564336,24,10,-2378.8570573373936,861,0.0
2,0.16199710000000778,26759.48522564336,26759.48522564336,26759.48522564336,20,20,-2378.8570970528804,553,0.0
3,0.22029209999982413,26759.48522564336,26759.48522564336,26759.48522564336,21,30,-2378.857063279394,662,0.0
4,0.28458569999975225,26759.48522564336,26759.48522564336,26759.48522564336,27,40,-2399.9999970528806,1138,0.0
5,0.35285909999993237,26759.48522564336,26759.48522564336,26759.48522564336,20,50,-2378.8570573373936,642,0.0
