iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.091585699999996,24138.193879251314,24138.193879251314,24138.193879251314,16,10,-2325.9222710750264,871,0.0
2,0.1545335000000705,24138.193879251314,24138.193879251314,24138.193879251314,14,20,-2325.9222710750264,865,0.0
3,0.22126509999998234,24138.193879251314,24138.193879251314,24138.193879251314,12,30,-1253.7012813747856,584,0.0
4,0.2845431999999164,24138.193879251314,24138.193879251314,24138.193879251314,23,40,-2325.9223,919,0.0
5,0.35276829999975234,24138.193879251314,24138.193879251314,24138.193879251314,12,50,-2325.9222710750264,777,0.0
