iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.5957238000000871,794877.0483261286,794877.0483261286,794877.0483261286,600,200,-5902.913757901737,46618,0.0
2,0.9244103000000905,746340.9656536438,746340.9656536438,746340.9656536438,600,400,-9899.337236855245,42855,0.0
3,1.3698355000001357,728664.6499258939,728664.6499258939,728664.6499258939,591,600,-5902.913757901737,37314,0.0
4,1.919977900000049,716069.9814467841,716069.9814467841,716069.9814467841,600,800,-5902.586557901737,34414,0.0
5,2.5982670000003054,699189.1201644855,699189.1201644855,699189.1201644855,600,1000,-5296.890398427646,28270,0.0
6,3.3519169000001057,687085.7825303808,687085.7825303808,687085.7825303808,600,1200,-3798.188330904867,27373,0.0
7,4.192574700000023,680073.2519528711,680073.2519528711,680073.2519528711,600,1400,-3542.3690013318155,26292,0.0
8,5.078649900000073,669441.2186007318,669441.2186007318,669441.2186007318,600,1600,-3362.4676490278644,25165,0.0
