iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.10267600000042876,27645.67930905378,27645.67930905378,27645.67930905378,17,10,-2113.697148822871,600,0.0
2,0.15633080000043265,27645.67930905378,27645.67930905378,27645.67930905378,20,20,-2162.2833448212687,618,0.0
3,0.22500140000011015,27645.67930905378,27645.67930905378,27645.67930905378,12,30,-2162.2833448212687,384,0.0
4,0.29009210000003804,27645.67930905378,27645.67930905378,27645.67930905378,15,40,-2113.697148822871,486,0.0
5,0.36295650000010937,27645.67930905378,27645.67930905378,27645.67930905378,15,50,-2162.2833448212687,624,0.0
