iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.4661385999997947,2042203.3145947864,2042203.3145947864,2042203.3145947864,1500,500,-5993.503578981433,93538,0.0
2,2.2466048999999657,1990862.0411666238,1990862.0411666238,1990862.0411666238,1500,1000,-9869.788678345047,82452,0.0
3,3.3280696000001626,1970615.4543831833,1970615.4543831833,1970615.4543831833,1498,1500,-5993.503621517722,63907,0.0
4,4.688209699999788,1948286.2573888693,1948286.2573888693,1948286.2573888693,1500,2000,-5814.438047944578,51429,0.0
5,6.341847199999847,1935775.1804257524,1935775.1804257524,1935775.1804257524,1496,2500,-3690.122103972021,44847,0.0
6,8.201842399999805,1927058.7335299226,1927058.7335299226,1927058.7335299226,1489,3000,-3582.564057104279,44843,0.0
7,10.201189100000192,1917569.845847187,1917569.845847187,1917569.845847187,1495,3500,-3544.2336040983937,42681,0.0
8,12.370826500000021,1906361.8830094507,1906361.8830094507,1906361.8830094507,1494,4000,-3519.6544040983936,40930,0.0
