iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,1.3780585999998038,2064216.435160305,2064216.435160305,2064216.435160305,1500,500,-5992.947083447707,91776,0.0
2,2.1757575000001452,2021544.433051119,2021544.433051119,2021544.433051119,1491,1000,-8191.068534376869,81993,0.0
3,3.2710047999999006,2004022.021270373,2004022.021270373,2004022.021270373,1494,1500,-8025.784766200299,68224,0.0
4,4.649492000000009,1978133.184954881,1978133.184954881,1978133.184954881,1499,2000,-5905.237788447707,54898,0.0
5,6.318090599999778,1962867.6294149463,1962867.6294149463,1962867.6294149463,1500,2500,-4464.217333866515,47176,0.0
6,8.21651299999985,1953190.8363482202,1953190.8363482202,1953190.8363482202,1500,3000,-3555.2355178051052,42001,0.0
7,10.241599099999803,1945473.362123786,1945473.362123786,1945473.362123786,1499,3500,-3544.658673775244,44278,0.0
8,12.45264270000007,1938394.2258547167,1938394.2258547167,1938394.2258547167,1499,4000,-3707.565629171201,37873,0.0
