iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,dual_norm
1,0.7147508000002745,566123.1598157154,566123.1598157154,566123.1598157154,282,100,-5822.800757254379,18495,0.0
2,0.9384211000001415,566123.1598157154,566123.1598157154,566123.1598157154,282,200,-6000.000017091827,18006,0.0
3,1.1984983000002103,566123.1598157154,566123.1598157154,566123.1598157154,279,300,-5822.800757254379,15810,0.0
4,1.5137391000002935,566123.1598157154,566123.1598157154,566123.1598157154,282,400,-5822.800670610546,14571,0.0
5,1.9027862000002642,566123.1598157154,566123.1598157154,566123.1598157154,295,500,-5344.715169639577,15087,0.0
