iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.6579601999837905,2043738.959982083,2043738.959982083,2043738.959982083,1500,500,-3743.137994427542,0.0
2,1.0411352000082843,1806932.5947180495,1806932.5947180495,1806932.5947180495,650,1000,-3743.137994427542,0.0
3,1.4915252999635413,1794566.4993245823,1794566.4993245823,1794566.4993245823,355,1500,-3743.137994427542,0.0
4,1.9820718999835663,1788271.1250578652,1788271.1250578652,1788271.1250578652,348,2000,-3743.137994427542,0.0
5,2.4929998999577947,1781084.664284748,1781084.664284748,1781084.664284748,236,2500,-3743.137994427542,0.0
6,3.0367827999871224,1776707.0658411612,1776707.0658411612,1776707.0658411612,203,3000,-3743.137994427542,0.0
7,3.58771589997923,1774958.9476469706,1774958.9476469706,1774958.9476469706,63,3500,-3743.137994427542,0.0
8,4.1366350000025705,1774958.9476469706,1774958.9476469706,1774958.9476469706,54,4000,-3743.137994427542,0.0
9,4.705461699981242,1774958.9476469706,1774958.9476469706,1774958.9476469706,24,4500,-3743.137994427542,0.0
10,5.272603099991102,1774958.9476469706,1774958.9476469706,1774958.9476469706,21,5000,-3743.137994427542,0.0
11,5.8472310999641195,1774958.9476469706,1774958.9476469706,1774958.9476469706,27,5500,-3743.137994427542,0.0
12,6.434872099955101,1774958.9476469706,1774958.9476469706,1774958.9476469706,10,6000,-3743.137994427542,0.0
13,7.019022899970878,1774958.9476469706,1774958.9476469706,1774958.9476469706,20,6500,-3743.137994427542,0.0
14,7.596794999961276,1774958.9476469706,1774958.9476469706,1774958.9476469706,11,7000,-3743.137994427542,0.0
15,8.178011099982541,1774958.9476469706,1774958.9476469706,1774958.9476469706,8,7500,-3743.137994427542,0.0
16,8.759435699961614,1774958.9476469706,1774958.9476469706,1774958.9476469706,5,8000,-3743.137994427542,0.0
17,9.336850399966352,1774958.9476469706,1774958.9476469706,1774958.9476469706,8,8500,-3743.137994427542,0.0
18,9.912928799982183,1774958.9476469706,1774958.9476469706,1774958.9476469706,14,9000,-3743.137994427542,0.0
19,10.504901400010567,1774958.9476469706,1774958.9476469706,1774958.9476469706,13,9500,-3743.137994427542,0.0
20,11.087222900008783,1774958.9476469706,1774958.9476469706,1774958.9476469706,6,10000,-3743.137994427542,0.0
