iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.26069880003342405,819024.8486468892,819024.8486468892,819024.8486468892,600,200,-3608.6331744131767,0.0
2,0.41842610004823655,631991.7340675581,631991.7340675581,631991.7340675581,454,400,-3608.6331744131767,0.0
3,0.6160149000352249,615371.4503810708,615371.4503810708,615371.4503810708,255,600,-3608.6331744131767,0.0
4,0.833712000050582,608466.1627488821,608466.1627488821,608466.1627488821,169,800,-3608.6331744131767,0.0
5,1.0660368000390008,605989.042471769,605989.042471769,605989.042471769,165,1000,-3608.6331744131767,0.0
6,1.316703500051517,602584.485789964,602584.485789964,602584.485789964,85,1200,-3608.6331744131767,0.0
7,1.5713911000057124,601986.9504444451,601986.9504444451,601986.9504444451,27,1400,-3608.6331744131767,0.0
8,1.8300060000037774,601986.9504444451,601986.9504444451,601986.9504444451,23,1600,-3608.6331744131767,0.0
9,2.0917339000152424,601986.9504444451,601986.9504444451,601986.9504444451,20,1800,-3608.6331744131767,0.0
10,2.356935700052418,601986.9504444451,601986.9504444451,601986.9504444451,8,2000,-3608.6331744131767,0.0
11,2.620542300050147,601986.9504444451,601986.9504444451,601986.9504444451,12,2200,-3608.6331744131767,0.0
12,2.894025000045076,601986.9504444451,601986.9504444451,601986.9504444451,10,2400,-3608.6331744131767,0.0
13,3.1741871000267565,601986.9504444451,601986.9504444451,601986.9504444451,7,2600,-3608.6331744131767,0.0
14,3.4553522000205703,601986.9504444451,601986.9504444451,601986.9504444451,5,2800,-3608.6331744131767,0.0
15,3.7263002000399865,601986.9504444451,601986.9504444451,601986.9504444451,4,3000,-3608.6331744131767,0.0
16,3.9970295000239275,601986.9504444451,601986.9504444451,601986.9504444451,15,3200,-3608.6331744131767,0.0
17,4.2662411000346765,601986.9504444451,601986.9504444451,601986.9504444451,6,3400,-3608.6331744131767,0.0
18,4.535990200005472,601986.9504444451,601986.9504444451,601986.9504444451,4,3600,-3608.6331744131767,0.0
19,4.808269700035453,601986.9504444451,601986.9504444451,601986.9504444451,5,3800,-3608.6331744131767,0.0
20,5.075715700048022,601986.9504444451,601986.9504444451,601986.9504444451,7,4000,-3608.6331744131767,0.0
