iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.47375919995829463,807474.9519948729,807474.9519948729,807474.9519948729,600,200,-5929.354840235244,0.0
2,0.7796990999486297,763019.7369122333,763019.7369122333,763019.7369122333,585,400,-6720.13342128133,0.0
3,1.1341999999713153,746767.6598815763,746767.6598815763,746767.6598815763,597,600,-6720.13342128133,0.0
4,1.5696141000371426,726395.2887804487,726395.2887804487,726395.2887804487,597,800,-6720.13342128133,0.0
5,2.0888298000209033,714657.9746598642,714657.9746598642,714657.9746598642,600,1000,-6720.13342128133,0.0
6,2.695564499939792,700387.1460342316,700387.1460342316,700387.1460342316,599,1200,-6720.13342128133,0.0
7,3.398065899964422,692910.84135686,692910.84135686,692910.84135686,592,1400,-6720.13342128133,0.0
8,4.23380459996406,685901.0766886561,685901.0766886561,685901.0766886561,590,1600,-6720.13342128133,0.0
9,5.125402000034228,678801.3976621695,678801.3976621695,678801.3976621695,588,1800,-6720.13342128133,0.0
10,6.0449799000052735,671154.9930568336,671154.9930568336,671154.9930568336,590,2000,-6720.13342128133,0.0
11,7.044421199942008,663024.3587168831,663024.3587168831,663024.3587168831,585,2200,-6720.13342128133,0.0
12,8.115409399964847,655562.6025745742,655562.6025745742,655562.6025745742,591,2400,-6720.13342128133,0.0
13,9.253719600033946,647271.7182226254,647271.7182226254,647271.7182226254,586,2600,-6720.13342128133,0.0
14,10.474813199951313,641073.0111163184,641073.0111163184,641073.0111163184,590,2800,-6720.13342128133,0.0
15,11.779919799999334,634051.7211319781,634051.7211319781,634051.7211319781,575,3000,-6720.13342128133,0.0
16,13.12754480005242,627303.31313796,627303.31313796,627303.31313796,570,3200,-6720.13342128133,0.0
17,14.513546400004998,620166.4786371656,620166.4786371656,620166.4786371656,551,3400,-6720.13342128133,0.0
18,15.992205600021407,612079.0969040424,612079.0969040424,612079.0969040424,504,3600,-6720.13342128133,0.0
19,17.520132099976763,605914.4721055361,605914.4721055361,605914.4721055361,487,3800,-6720.13342128133,0.0
20,19.097482100012712,600541.8996129956,600541.8996129956,600541.8996129956,502,4000,-6720.13342128133,0.0
