iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.4998380000470206,812608.9690944873,812608.9690944873,812608.9690944873,600,200,-5935.879249849158,0.0
2,0.7445191000588238,770954.3933968662,770954.3933968662,770954.3933968662,586,400,-6743.8565772443535,0.0
3,1.089676900068298,750276.5597477979,750276.5597477979,750276.5597477979,578,600,-6743.8565772443535,0.0
4,1.5325160999782383,732569.9224400761,732569.9224400761,732569.9224400761,600,800,-6743.8565772443535,0.0
5,2.0425340000074357,717370.8396666583,717370.8396666583,717370.8396666583,600,1000,-6743.8565772443535,0.0
6,2.606520100031048,708002.7955746684,708002.7955746684,708002.7955746684,600,1200,-6743.8565772443535,0.0
7,3.20519550004974,701016.3962349762,701016.3962349762,701016.3962349762,600,1400,-6743.8565772443535,0.0
8,3.965771000017412,693916.2099571491,693916.2099571491,693916.2099571491,599,1600,-6743.8565772443535,0.0
9,4.728777299984358,687214.4233140921,687214.4233140921,687214.4233140921,597,1800,-6743.8565772443535,0.0
10,5.495142600033432,680601.9971898586,680601.9971898586,680601.9971898586,594,2000,-6743.8565772443535,0.0
11,6.30303950002417,674062.3202033953,674062.3202033953,674062.3202033953,599,2200,-6743.8565772443535,0.0
12,7.144550999975763,666047.9047853025,666047.9047853025,666047.9047853025,590,2400,-6743.8565772443535,0.0
13,8.066721900017,658245.1591833223,658245.1591833223,658245.1591833223,584,2600,-6743.8565772443535,0.0
14,9.056282200035639,650696.3700889997,650696.3700889997,650696.3700889997,594,2800,-6743.8565772443535,0.0
15,10.175033200066537,643756.0397163646,643756.0397163646,643756.0397163646,575,3000,-6743.8565772443535,0.0
16,11.256323100067675,637576.4175384765,637576.4175384765,637576.4175384765,556,3200,-6743.8565772443535,0.0
17,12.427079800050706,629004.9798764134,629004.9798764134,629004.9798764134,524,3400,-6743.8565772443535,0.0
18,13.708048600004986,617576.918951462,617576.918951462,617576.918951462,535,3600,-6743.8565772443535,0.0
19,15.013003100058995,607694.5103981156,607694.5103981156,607694.5103981156,528,3800,-6743.8565772443535,0.0
20,16.442566900048405,601689.8987095543,601689.8987095543,601689.8987095543,533,4000,-6743.8565772443535,0.0
