iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.41980650002369657,819420.1935297167,819420.1935297167,819420.1935297167,600,200,-5974.397663720882,0.0
2,0.6566823000321165,772752.3256507203,772752.3256507203,772752.3256507203,584,400,-7002.4594370563,0.0
3,0.9860673000221141,756663.9535377178,756663.9535377178,756663.9535377178,588,600,-7002.4594370563,0.0
4,1.3926284000044689,734540.7628203017,734540.7628203017,734540.7628203017,600,800,-7002.4594370563,0.0
5,1.8485673000104725,720997.5670641892,720997.5670641892,720997.5670641892,600,1000,-7002.4594370563,0.0
6,2.337299000006169,712898.8996481212,712898.8996481212,712898.8996481212,600,1200,-7002.4594370563,0.0
7,2.8619966999976896,704539.705730759,704539.705730759,704539.705730759,600,1400,-7002.4594370563,0.0
8,3.530222200031858,697542.8774312818,697542.8774312818,697542.8774312818,600,1600,-7002.4594370563,0.0
9,4.168747700052336,689036.4437896446,689036.4437896446,689036.4437896446,598,1800,-7002.4594370563,0.0
10,4.825191300013103,680370.4870057452,680370.4870057452,680370.4870057452,596,2000,-7002.4594370563,0.0
11,5.536843700043391,673525.4444066122,673525.4444066122,673525.4444066122,600,2200,-7002.4594370563,0.0
12,6.272920100018382,666777.2796065381,666777.2796065381,666777.2796065381,593,2400,-7002.4594370563,0.0
13,7.032362000027206,659652.3750402919,659652.3750402919,659652.3750402919,595,2600,-7002.4594370563,0.0
14,7.849083200038876,653038.5128341647,653038.5128341647,653038.5128341647,579,2800,-7002.4594370563,0.0
15,8.702209100010805,646415.6443601554,646415.6443601554,646415.6443601554,562,3000,-7002.4594370563,0.0
16,9.615513900003862,639035.2913394853,639035.2913394853,639035.2913394853,547,3200,-7002.4594370563,0.0
17,10.555700400029309,630057.4599369561,630057.4599369561,630057.4599369561,561,3400,-7002.4594370563,0.0
18,11.536382100021001,622697.4954227214,622697.4954227214,622697.4954227214,511,3600,-7002.4594370563,0.0
19,12.576871900004335,617737.6845544672,617737.6845544672,617737.6845544672,537,3800,-7002.4594370563,0.0
20,13.699974400049541,612785.6807282702,612785.6807282702,612785.6807282702,454,4000,-7002.4594370563,0.0
