iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.1968922999803908,2039570.5012162286,2039570.5012162286,2039570.5012162286,1500,500,-5999.14642236802,0.0
2,1.7780181000125594,1990855.1158380113,1990855.1158380113,1990855.1158380113,1500,1000,-7146.373976248261,0.0
3,2.6217406999785453,1971355.0739240157,1971355.0739240157,1971355.0739240157,1500,1500,-7146.373976248261,0.0
4,3.72819769999478,1952565.5031815404,1952565.5031815404,1952565.5031815404,1500,2000,-7146.373976248261,0.0
5,5.180538100015838,1939616.7482982199,1939616.7482982199,1939616.7482982199,1500,2500,-7146.373976248261,0.0
6,6.74776609998662,1929650.4419667774,1929650.4419667774,1929650.4419667774,1492,3000,-7146.373976248261,0.0
7,8.458834599994589,1918913.958098528,1918913.958098528,1918913.958098528,1496,3500,-7146.373976248261,0.0
8,10.274149800010491,1911280.0392046864,1911280.0392046864,1911280.0392046864,1497,4000,-7146.373976248261,0.0
9,12.240617899980862,1900073.126652668,1900073.126652668,1900073.126652668,1493,4500,-7146.373976248261,0.0
10,14.302898399997503,1890820.2317061408,1890820.2317061408,1890820.2317061408,1477,5000,-7146.373976248261,0.0
11,16.54872500000056,1882256.196636184,1882256.196636184,1882256.196636184,1479,5500,-7146.373976248261,0.0
12,18.88477479998255,1868177.4655650363,1868177.4655650363,1868177.4655650363,1474,6000,-7146.373976248261,0.0
13,21.268422199995257,1856138.692217049,1856138.692217049,1856138.692217049,1463,6500,-7146.373976248261,0.0
14,23.943932199967094,1845481.8865495771,1845481.8865495771,1845481.8865495771,1461,7000,-7146.373976248261,0.0
15,26.633893699967302,1836330.2729917092,1836330.2729917092,1836330.2729917092,1418,7500,-7146.373976248261,0.0
16,29.534309800015762,1828065.161387495,1828065.161387495,1828065.161387495,1342,8000,-7146.373976248261,0.0
17,32.59504079999169,1813601.17903084,1813601.17903084,1813601.17903084,1281,8500,-7146.373976248261,0.0
18,35.817380799970124,1806880.5700651212,1806880.5700651212,1806880.5700651212,1203,9000,-7146.373976248261,0.0
19,39.192279000009876,1799971.8970315917,1799971.8970315917,1799971.8970315917,1137,9500,-7146.373976248261,0.0
20,42.68685960001312,1793716.1283405097,1793716.1283405097,1793716.1283405097,1052,10000,-7146.373976248261,0.0
