iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.49308929999824613,817654.1820928685,817654.1820928685,817654.1820928685,600,200,-5908.858416362771,0.0
2,0.7422800000058487,772583.9758145688,772583.9758145688,772583.9758145688,577,400,-7418.855842933971,0.0
3,1.086421000014525,752628.5595702244,752628.5595702244,752628.5595702244,558,600,-7418.855842933971,0.0
4,1.5210755000007339,719545.7721277481,719545.7721277481,719545.7721277481,600,800,-7418.855842933971,0.0
5,2.0157680000411347,708921.0183978853,708921.0183978853,708921.0183978853,600,1000,-7418.855842933971,0.0
6,2.5582822000142187,696865.2564113633,696865.2564113633,696865.2564113633,597,1200,-7418.855842933971,0.0
7,3.148474999994505,685663.7473286209,685663.7473286209,685663.7473286209,599,1400,-7418.855842933971,0.0
8,3.78914559999248,677333.1491395306,677333.1491395306,677333.1491395306,597,1600,-7418.855842933971,0.0
9,4.508717900025658,669817.1220548089,669817.1220548089,669817.1220548089,600,1800,-7418.855842933971,0.0
10,5.268046999990474,661328.7555444661,661328.7555444661,661328.7555444661,600,2000,-7418.855842933971,0.0
11,6.102356499992311,654059.5014213417,654059.5014213417,654059.5014213417,595,2200,-7418.855842933971,0.0
12,6.9612107000430115,645239.4819422555,645239.4819422555,645239.4819422555,589,2400,-7418.855842933971,0.0
13,7.883146900043357,636987.37618511,636987.37618511,636987.37618511,591,2600,-7418.855842933971,0.0
14,8.837141800031532,630305.9276694123,630305.9276694123,630305.9276694123,587,2800,-7418.855842933971,0.0
15,9.838170400005765,624554.6421315356,624554.6421315356,624554.6421315356,558,3000,-7418.855842933971,0.0
16,10.895790899987333,618699.3528012204,618699.3528012204,618699.3528012204,507,3200,-7418.855842933971,0.0
17,11.995736600016244,613239.0173280535,613239.0173280535,613239.0173280535,521,3400,-7418.855842933971,0.0
18,13.247676099999808,607765.2665205577,607765.2665205577,607765.2665205577,463,3600,-7418.855842933971,0.0
19,14.48741170001449,603474.9487452979,603474.9487452979,603474.9487452979,459,3800,-7418.855842933971,0.0
20,15.771733700006735,599355.0173927235,599355.0173927235,599355.0173927235,421,4000,-7418.855842933971,0.0
