record_type,N,seed,scenario,method,operation_mode,baseline_pool_size,full_column_pool_size,baseline_pool_complete,used_full_pool_small,baseline_pool_mode_counts,Z_baseline_IRMP,baseline_internal_gap,lp_lower_bound,baseline_lp_status,baseline_ip_status,baseline_success,num_iters,pricing_calls,num_columns_added_during_cg,min_reduced_cost_last,mode_distribution_baseline,cost_energy,cost_delay,Z_MILP_exact,gap_baseline_vs_MILP,epsilon_ratio,epsilon_pct,epsilon_label,epsilon_abs,enriched_pool_size,columns_added,columns_by_mode_added,Z_enriched_IRMP,improvement_pct,enriched_internal_gap,solutions_identical,n_vessels_changed,changed_vessels,mode_distribution_enriched,cost_energy_baseline,cost_delay_baseline,cost_energy_enriched,cost_delay_enriched,enriched_lp_status,enriched_ip_status,enriched_success,gap_enriched_vs_MILP
baseline,20,1,U,cg,simops,6594,6594,True,True,"{'SP': 3908, 'BS': 2666, 'AE': 20}",23813.46519278539,0.20477119413974293,23764.80172450917,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",23813.46519278539,0.0,23813.46519278539,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,2,U,cg,simops,7803,7803,True,True,"{'SP': 4774, 'BS': 3009, 'AE': 20}",26206.55794271497,0.2281786247563236,26146.896314288566,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",26206.55794271497,0.0,26206.55794271497,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,3,U,cg,simops,6353,6353,True,True,"{'SP': 3720, 'BS': 2613, 'AE': 20}",27236.148197566563,0.030627721595771172,27227.808940047777,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",27236.148197566563,0.0,27236.148197566563,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,4,U,cg,simops,6471,6471,True,True,"{'SP': 3920, 'BS': 2531, 'AE': 20}",25050.129812979376,0.09080154250996804,25027.404543603574,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25050.129812979376,0.0,25050.129812979376,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,5,U,cg,simops,7505,7505,True,True,"{'SP': 4478, 'BS': 3007, 'AE': 20}",22259.86502202449,0.006441031425471124,22258.431349466453,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,6,U,cg,simops,6432,6432,True,True,"{'SP': 3822, 'BS': 2590, 'AE': 20}",24128.75437747837,0.0793357650865651,24109.626820580746,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,7,U,cg,simops,6552,6552,True,True,"{'SP': 3836, 'BS': 2696, 'AE': 20}",21677.692169095855,0.15930290753567408,21643.21390006888,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.69216909585,1.678213150511514e-14,,,,,,,,,,,,,,,,,,,,,,
baseline,20,8,U,cg,simops,6904,6904,True,True,"{'SP': 4198, 'BS': 2686, 'AE': 20}",24025.426096259922,0.01252724037676374,24022.416750369295,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.42609625992,1.5142203066517282e-14,,,,,,,,,,,,,,,,,,,,,,
baseline,20,9,U,cg,simops,5948,5948,True,True,"{'SP': 3252, 'BS': 2676, 'AE': 20}",25561.709083544843,0.0,25561.709083544843,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,20,10,U,cg,simops,5239,5239,True,True,"{'SP': 2810, 'BS': 2409, 'AE': 20}",26704.34893606173,0.0,26704.34893606173,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",26704.34893606173,0.0,26704.34893606173,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,1,U,cg,simops,17704,17704,True,True,"{'SP': 10392, 'BS': 7262, 'AE': 50}",80514.61808569141,0.030841451951597078,80489.79386459073,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}",80514.61808569141,0.0,80514.61808569141,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,2,U,cg,simops,19717,19717,True,True,"{'SP': 12076, 'BS': 7591, 'AE': 50}",85737.73734241161,0.009363240786439547,85729.71026321415,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",85737.73734241161,0.0,85737.73734241161,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,3,U,cg,simops,15663,15663,True,True,"{'SP': 8994, 'BS': 6619, 'AE': 50}",82071.53087465753,8.691464394397957e-08,82071.53080332535,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",82071.53087465753,0.0,82071.53087465753,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,4,U,cg,simops,19364,19364,True,True,"{'SP': 11938, 'BS': 7376, 'AE': 50}",81144.36583301124,0.012897405833774765,81133.9016644448,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",81144.36583301124,0.0,81144.36583301124,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,5,U,cg,simops,17566,17566,True,True,"{'SP': 10526, 'BS': 6990, 'AE': 50}",83134.3351587027,0.004350380563289857,83130.71865607616,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}",83134.3351587027,0.0,83134.3351587027,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,6,U,cg,simops,18685,18685,True,True,"{'SP': 11316, 'BS': 7319, 'AE': 50}",83947.0368396274,0.005568096049421171,83942.36284823786,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",83947.0368396274,0.0,83947.0368396274,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,7,U,cg,simops,19238,19238,True,True,"{'SP': 11570, 'BS': 7618, 'AE': 50}",81303.63962389002,2.2015399899587838e-08,81303.6396059907,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",81303.63962389002,0.0,81303.63962389002,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,8,U,cg,simops,16711,16711,True,True,"{'SP': 10118, 'BS': 6543, 'AE': 50}",87882.97466153011,0.0017352267623527912,87881.44971909544,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}",87882.97466153011,0.0,87882.97466153011,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,50,9,U,cg,simops,16940,16940,True,True,"{'SP': 9734, 'BS': 7156, 'AE': 50}",80615.42002165684,0.004591983297121344,80611.71834501492,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}",80615.42002165684,0.0,80615.4200178816,4.683033373272131e-09,,,,,,,,,,,,,,,,,,,,,,
baseline,50,10,U,cg,simops,17714,17714,True,True,"{'SP': 10558, 'BS': 7106, 'AE': 50}",80598.45625097759,0.014393924168263118,80586.85663994325,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",80598.45625097759,0.0,80598.45625097759,0.0,,,,,,,,,,,,,,,,,,,,,,
baseline,100,1,U,cg,simops,37670,37670,True,True,"{'SP': 22134, 'BS': 15436, 'AE': 100}",178339.47421345147,0.0015858723006656902,178336.64602198027,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.13, 'BS': 0.87, 'AE': 0.0}",178339.47421345147,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,2,U,cg,simops,38947,38947,True,True,"{'SP': 23578, 'BS': 15269, 'AE': 100}",190849.8277569194,0.010350275042740964,190830.0763191561,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.16, 'BS': 0.84, 'AE': 0.0}",190849.8277569194,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,3,U,cg,simops,39075,39075,True,True,"{'SP': 23044, 'BS': 15931, 'AE': 100}",183140.37162830672,6.356617101509769e-14,183140.3716283066,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.17, 'BS': 0.83, 'AE': 0.0}",182740.37162830672,400.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,4,U,cg,simops,40366,40366,True,True,"{'SP': 24792, 'BS': 15474, 'AE': 100}",177329.8383274136,0.00048128230657359017,177328.98487438497,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.12, 'BS': 0.88, 'AE': 0.0}",177329.8383274136,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,5,U,cg,simops,36215,36215,True,True,"{'SP': 21464, 'BS': 14651, 'AE': 100}",180162.8843081935,0.0029685411084837032,180157.53625766965,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.15, 'BS': 0.85, 'AE': 0.0}",180162.8843081935,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,6,U,cg,simops,38028,38028,True,True,"{'SP': 22600, 'BS': 15328, 'AE': 100}",183223.63287354718,0.0005198505564222097,183222.68038942368,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.14, 'BS': 0.86, 'AE': 0.0}",183223.63287354718,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,7,U,cg,simops,35628,35628,True,True,"{'SP': 21650, 'BS': 13878, 'AE': 100}",189318.64671756962,0.0015546587143272128,189315.7035044875,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.15, 'BS': 0.85, 'AE': 0.0}",189318.64671756962,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,8,U,cg,simops,38255,38255,True,True,"{'SP': 23442, 'BS': 14713, 'AE': 100}",186831.28410148967,0.0014925163772883361,186828.49565559457,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.15, 'BS': 0.85, 'AE': 0.0}",186831.28410148967,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,9,U,cg,simops,32941,32941,True,True,"{'SP': 18734, 'BS': 14107, 'AE': 100}",182675.589042332,0.0005620492104958632,182674.5623213967,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.16, 'BS': 0.84, 'AE': 0.0}",182675.589042332,0.0,,,,,,,,,,,,,,,,,,,,,,,,
baseline,100,10,U,cg,simops,36772,36772,True,True,"{'SP': 21580, 'BS': 15092, 'AE': 100}",181510.71319053316,0.0011031715191857354,181508.71083813036,Optimal,Optimal,True,1.0,0.0,0.0,0.0,"{'SP': 0.16, 'BS': 0.84, 'AE': 0.0}",181510.71319053316,0.0,,,,,,,,,,,,,,,,,,,,,,,,
enriched,20,1,U,cg,simops,6594,6594,True,True,,23813.46519278539,0.20477119413974293,23764.80172450917,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,23813.46519278539,0.0,0.005,0.5,0.5pct,119.06732596392695,6594.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",23813.46519278539,0.0,0.20477119413974293,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",23813.46519278539,0.0,23813.46519278539,0.0,Optimal,Optimal,True,0.0
enriched,20,1,U,cg,simops,6594,6594,True,True,,23813.46519278539,0.20477119413974293,23764.80172450917,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,23813.46519278539,0.0,0.01,1.0,1.0pct,238.1346519278539,6594.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",23813.46519278539,0.0,0.20477119413974293,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",23813.46519278539,0.0,23813.46519278539,0.0,Optimal,Optimal,True,0.0
enriched,20,1,U,cg,simops,6594,6594,True,True,,23813.46519278539,0.20477119413974293,23764.80172450917,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,23813.46519278539,0.0,0.02,2.0,2.0pct,476.2693038557078,6594.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",23813.46519278539,0.0,0.20477119413974293,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",23813.46519278539,0.0,23813.46519278539,0.0,Optimal,Optimal,True,0.0
enriched,20,2,U,cg,simops,7803,7803,True,True,,26206.55794271497,0.2281786247563236,26146.896314288566,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,26206.55794271497,0.0,0.005,0.5,0.5pct,131.03278971357486,7803.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",26206.55794271497,0.0,0.2281786247563236,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",26206.55794271497,0.0,26206.55794271497,0.0,Optimal,Optimal,True,0.0
enriched,20,2,U,cg,simops,7803,7803,True,True,,26206.55794271497,0.2281786247563236,26146.896314288566,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,26206.55794271497,0.0,0.01,1.0,1.0pct,262.0655794271497,7803.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",26206.55794271497,0.0,0.2281786247563236,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",26206.55794271497,0.0,26206.55794271497,0.0,Optimal,Optimal,True,0.0
enriched,20,2,U,cg,simops,7803,7803,True,True,,26206.55794271497,0.2281786247563236,26146.896314288566,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,26206.55794271497,0.0,0.02,2.0,2.0pct,524.1311588542994,7803.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",26206.55794271497,0.0,0.2281786247563236,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",26206.55794271497,0.0,26206.55794271497,0.0,Optimal,Optimal,True,0.0
enriched,20,3,U,cg,simops,6353,6353,True,True,,27236.148197566563,0.030627721595771172,27227.808940047777,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,27236.148197566563,0.0,0.005,0.5,0.5pct,136.18074098783282,6353.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",27236.148197566563,0.0,0.030627721595771172,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",27236.148197566563,0.0,27236.148197566563,0.0,Optimal,Optimal,True,0.0
enriched,20,3,U,cg,simops,6353,6353,True,True,,27236.148197566563,0.030627721595771172,27227.808940047777,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,27236.148197566563,0.0,0.01,1.0,1.0pct,272.36148197566564,6353.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",27236.148197566563,0.0,0.030627721595771172,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",27236.148197566563,0.0,27236.148197566563,0.0,Optimal,Optimal,True,0.0
enriched,20,3,U,cg,simops,6353,6353,True,True,,27236.148197566563,0.030627721595771172,27227.808940047777,Optimal,Optimal,True,,,,,"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",,,27236.148197566563,0.0,0.02,2.0,2.0pct,544.7229639513313,6353.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",27236.148197566563,0.0,0.030627721595771172,True,0.0,[],"{'SP': 0.55, 'BS': 0.45, 'AE': 0.0}",27236.148197566563,0.0,27236.148197566563,0.0,Optimal,Optimal,True,0.0
enriched,20,4,U,cg,simops,6471,6471,True,True,,25050.129812979376,0.09080154250996804,25027.404543603574,Optimal,Optimal,True,,,,,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",,,25050.129812979376,0.0,0.005,0.5,0.5pct,125.25064906489688,6471.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",25050.129812979376,0.0,0.09080154250996804,True,0.0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25050.129812979376,0.0,25050.129812979376,0.0,Optimal,Optimal,True,0.0
enriched,20,4,U,cg,simops,6471,6471,True,True,,25050.129812979376,0.09080154250996804,25027.404543603574,Optimal,Optimal,True,,,,,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",,,25050.129812979376,0.0,0.01,1.0,1.0pct,250.50129812979375,6471.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",25050.129812979376,0.0,0.09080154250996804,True,0.0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25050.129812979376,0.0,25050.129812979376,0.0,Optimal,Optimal,True,0.0
enriched,20,4,U,cg,simops,6471,6471,True,True,,25050.129812979376,0.09080154250996804,25027.404543603574,Optimal,Optimal,True,,,,,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",,,25050.129812979376,0.0,0.02,2.0,2.0pct,501.0025962595875,6471.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",25050.129812979376,0.0,0.09080154250996804,True,0.0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25050.129812979376,0.0,25050.129812979376,0.0,Optimal,Optimal,True,0.0
enriched,20,5,U,cg,simops,7505,7505,True,True,,22259.86502202449,0.006441031425471124,22258.431349466453,Optimal,Optimal,True,,,,,"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",,,22259.86502202449,0.0,0.005,0.5,0.5pct,111.29932511012245,7505.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",22259.86502202449,0.0,0.006441031425471124,True,0.0,[],"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,Optimal,Optimal,True,0.0
enriched,20,5,U,cg,simops,7505,7505,True,True,,22259.86502202449,0.006441031425471124,22258.431349466453,Optimal,Optimal,True,,,,,"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",,,22259.86502202449,0.0,0.01,1.0,1.0pct,222.5986502202449,7505.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",22259.86502202449,0.0,0.006441031425471124,True,0.0,[],"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,Optimal,Optimal,True,0.0
enriched,20,5,U,cg,simops,7505,7505,True,True,,22259.86502202449,0.006441031425471124,22258.431349466453,Optimal,Optimal,True,,,,,"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",,,22259.86502202449,0.0,0.02,2.0,2.0pct,445.1973004404898,7505.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",22259.86502202449,0.0,0.006441031425471124,True,0.0,[],"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,Optimal,Optimal,True,0.0
enriched,20,6,U,cg,simops,6432,6432,True,True,,24128.75437747837,0.0793357650865651,24109.626820580746,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,24128.75437747837,0.0,0.005,0.5,0.5pct,120.64377188739185,6432.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",24128.75437747837,0.0,0.0793357650865651,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,Optimal,Optimal,True,0.0
enriched,20,6,U,cg,simops,6432,6432,True,True,,24128.75437747837,0.0793357650865651,24109.626820580746,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,24128.75437747837,0.0,0.01,1.0,1.0pct,241.2875437747837,6432.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",24128.75437747837,0.0,0.0793357650865651,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,Optimal,Optimal,True,0.0
enriched,20,6,U,cg,simops,6432,6432,True,True,,24128.75437747837,0.0793357650865651,24109.626820580746,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,24128.75437747837,0.0,0.02,2.0,2.0pct,482.5750875495674,6432.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",24128.75437747837,0.0,0.0793357650865651,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,Optimal,Optimal,True,0.0
enriched,20,7,U,cg,simops,6552,6552,True,True,,21677.692169095855,0.15930290753567408,21643.21390006888,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,21677.69216909585,1.678213150511514e-14,0.005,0.5,0.5pct,108.38846084547927,6552.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",21677.692169095855,0.0,0.15930290753567408,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.692169095855,0.0,Optimal,Optimal,True,1.678213150511514e-14
enriched,20,7,U,cg,simops,6552,6552,True,True,,21677.692169095855,0.15930290753567408,21643.21390006888,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,21677.69216909585,1.678213150511514e-14,0.01,1.0,1.0pct,216.77692169095855,6552.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",21677.692169095855,0.0,0.15930290753567408,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.692169095855,0.0,Optimal,Optimal,True,1.678213150511514e-14
enriched,20,7,U,cg,simops,6552,6552,True,True,,21677.692169095855,0.15930290753567408,21643.21390006888,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,21677.69216909585,1.678213150511514e-14,0.02,2.0,2.0pct,433.5538433819171,6552.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",21677.692169095855,0.0,0.15930290753567408,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.692169095855,0.0,Optimal,Optimal,True,1.678213150511514e-14
enriched,20,8,U,cg,simops,6904,6904,True,True,,24025.426096259922,0.01252724037676374,24022.416750369295,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,24025.42609625992,1.5142203066517282e-14,0.005,0.5,0.5pct,120.12713048129962,6904.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",24025.426096259922,0.0,0.01252724037676374,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.426096259922,0.0,Optimal,Optimal,True,1.5142203066517282e-14
enriched,20,8,U,cg,simops,6904,6904,True,True,,24025.426096259922,0.01252724037676374,24022.416750369295,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,24025.42609625992,1.5142203066517282e-14,0.01,1.0,1.0pct,240.25426096259923,6904.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",24025.426096259922,0.0,0.01252724037676374,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.426096259922,0.0,Optimal,Optimal,True,1.5142203066517282e-14
enriched,20,8,U,cg,simops,6904,6904,True,True,,24025.426096259922,0.01252724037676374,24022.416750369295,Optimal,Optimal,True,,,,,"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",,,24025.42609625992,1.5142203066517282e-14,0.02,2.0,2.0pct,480.50852192519847,6904.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",24025.426096259922,0.0,0.01252724037676374,True,0.0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.426096259922,0.0,Optimal,Optimal,True,1.5142203066517282e-14
enriched,20,9,U,cg,simops,5948,5948,True,True,,25561.709083544843,0.0,25561.709083544843,Optimal,Optimal,True,,,,,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",,,25561.709083544843,0.0,0.005,0.5,0.5pct,127.80854541772422,5948.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",25561.709083544843,0.0,0.0,True,0.0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,Optimal,Optimal,True,0.0
enriched,20,9,U,cg,simops,5948,5948,True,True,,25561.709083544843,0.0,25561.709083544843,Optimal,Optimal,True,,,,,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",,,25561.709083544843,0.0,0.01,1.0,1.0pct,255.61709083544844,5948.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",25561.709083544843,0.0,0.0,True,0.0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,Optimal,Optimal,True,0.0
enriched,20,9,U,cg,simops,5948,5948,True,True,,25561.709083544843,0.0,25561.709083544843,Optimal,Optimal,True,,,,,"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",,,25561.709083544843,0.0,0.02,2.0,2.0pct,511.2341816708969,5948.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",25561.709083544843,0.0,0.0,True,0.0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,Optimal,Optimal,True,0.0
enriched,20,10,U,cg,simops,5239,5239,True,True,,26704.34893606173,0.0,26704.34893606173,Optimal,Optimal,True,,,,,"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",,,26704.34893606173,0.0,0.005,0.5,0.5pct,133.52174468030867,5239.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",26704.34893606173,0.0,0.0,True,0.0,[],"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",26704.34893606173,0.0,26704.34893606173,0.0,Optimal,Optimal,True,0.0
enriched,20,10,U,cg,simops,5239,5239,True,True,,26704.34893606173,0.0,26704.34893606173,Optimal,Optimal,True,,,,,"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",,,26704.34893606173,0.0,0.01,1.0,1.0pct,267.04348936061734,5239.0,0.0,"{'SP': 0, 'BS': 0, 'AE': 0}",26704.34893606173,0.0,0.0,True,0.0,[],"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",26704.34893606173,0.0,26704.34893606173,0.0,Optimal,Optimal,True,0.0
