iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.6198453999822959,790832.8746908188,790832.8746908188,790832.8746908188,600,200,-5990.090524658309,0.0
2,0.8958496999694034,745396.3291280642,745396.3291280642,745396.3291280642,579,400,-10026.047943413143,0.0
3,1.3831211999058723,727536.8849211653,727536.8849211653,727536.8849211653,567,600,-10026.047943413143,0.0
4,1.995702899992466,696078.2367685982,696078.2367685982,696078.2367685982,600,800,-10026.047943413143,0.0
5,2.7266849000006914,689131.4495641867,689131.4495641867,689131.4495641867,600,1000,-10026.047943413143,0.0
6,3.579721999936737,683901.4520987314,683901.4520987314,683901.4520987314,600,1200,-10026.047943413143,0.0
7,4.521877399994992,677954.7140283051,677954.7140283051,677954.7140283051,597,1400,-10026.047943413143,0.0
8,5.773663699976169,670976.338973736,670976.338973736,670976.338973736,597,1600,-10026.047943413143,0.0
9,6.931893299915828,659070.6326218449,659070.6326218449,659070.6326218449,600,1800,-10026.047943413143,0.0
10,8.211309899925254,651991.6193631877,651991.6193631877,651991.6193631877,600,2000,-10026.047943413143,0.0
11,9.606031799921766,643101.5228536997,643101.5228536997,643101.5228536997,599,2200,-10026.047943413143,0.0
12,11.009689299971797,635330.1155998348,635330.1155998348,635330.1155998348,594,2400,-10026.047943413143,0.0
13,12.515715399989858,629062.6274121715,629062.6274121715,629062.6274121715,537,2600,-10026.047943413143,0.0
14,14.036213699961081,622879.3639312248,622879.3639312248,622879.3639312248,516,2800,-10026.047943413143,0.0
15,15.650648799957708,616572.6647528795,616572.6647528795,616572.6647528795,485,3000,-10026.047943413143,0.0
16,17.311101299943402,611539.6544720889,611539.6544720889,611539.6544720889,554,3200,-10026.047943413143,0.0
17,19.151775399921462,607147.2418913349,607147.2418913349,607147.2418913349,420,3400,-10026.047943413143,0.0
18,21.0991772999987,602639.8522121318,602639.8522121318,602639.8522121318,436,3600,-10026.047943413143,0.0
19,22.895442400011234,597502.7423941072,597502.7423941072,597502.7423941072,414,3800,-10026.047943413143,0.0
20,24.71398230001796,592789.273231078,592789.273231078,592789.273231078,371,4000,-10026.047943413143,0.0
