iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.590212499955669,2017279.4650262692,2017279.4650262692,2017279.4650262692,1500,500,-5979.457370208564,0.0
2,2.4072455000132322,1964824.9511242711,1964824.9511242711,1964824.9511242711,1500,1000,-8029.648666854793,0.0
3,3.623980600037612,1946348.0164150856,1946348.0164150856,1946348.0164150856,1500,1500,-8029.648666854793,0.0
4,5.096820199978538,1930266.3384979712,1930266.3384979712,1930266.3384979712,1500,2000,-8029.648666854793,0.0
5,6.968752500019036,1922793.5434589998,1922793.5434589998,1922793.5434589998,1500,2500,-8029.648666854793,0.0
6,9.129716000054032,1910625.5920598255,1910625.5920598255,1910625.5920598255,1496,3000,-8029.648666854793,0.0
7,11.57050909998361,1897106.4128716236,1897106.4128716236,1897106.4128716236,1490,3500,-8029.648666854793,0.0
8,14.583696500048973,1886429.5847129014,1886429.5847129014,1886429.5847129014,1480,4000,-8029.648666854793,0.0
9,17.587716200039722,1875126.7746668856,1875126.7746668856,1875126.7746668856,1493,4500,-8029.648666854793,0.0
10,20.869087200029753,1864594.1361959726,1864594.1361959726,1864594.1361959726,1490,5000,-8029.648666854793,0.0
11,24.623298699967563,1854642.3839257453,1854642.3839257453,1854642.3839257453,1481,5500,-8029.648666854793,0.0
12,28.457139499951154,1844100.412874986,1844100.412874986,1844100.412874986,1453,6000,-8029.648666854793,0.0
13,32.653252299991436,1833227.848571092,1833227.848571092,1833227.848571092,1451,6500,-8029.648666854793,0.0
14,36.93342020001728,1818095.774209211,1818095.774209211,1818095.774209211,1415,7000,-8029.648666854793,0.0
15,41.493466899963096,1809177.3794534632,1809177.3794534632,1809177.3794534632,1259,7500,-8029.648666854793,0.0
16,46.31603540002834,1796326.755167216,1796326.755167216,1796326.755167216,1101,8000,-8029.648666854793,0.0
17,51.032935000024736,1787451.621969273,1787451.621969273,1787451.621969273,991,8500,-8029.648666854793,0.0
18,55.97317050001584,1780917.1391131761,1780917.1391131761,1780917.1391131761,1013,9000,-8029.648666854793,0.0
19,61.17032419994939,1773930.9596198907,1773930.9596198907,1773930.9596198907,964,9500,-8029.648666854793,0.0
20,66.6807857999811,1767914.317519767,1767914.317519767,1767914.317519767,848,10000,-8029.648666854793,0.0
