iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.693459999980405,2024969.9753777476,2024969.9753777476,2024969.9753777476,1500,500,-5996.498872776336,0.0
2,2.5313956000609323,1973018.247685947,1973018.247685947,1973018.247685947,1500,1000,-9223.553222385995,0.0
3,4.029864800046198,1952487.838734268,1952487.838734268,1952487.838734268,1500,1500,-9223.553222385995,0.0
4,5.613972599967383,1942940.2706098347,1942940.2706098347,1942940.2706098347,1500,2000,-9223.553222385995,0.0
5,7.566212999983691,1926773.4311032821,1926773.4311032821,1926773.4311032821,1498,2500,-9223.553222385995,0.0
6,9.986303700017743,1911910.4190780509,1911910.4190780509,1911910.4190780509,1496,3000,-9223.553222385995,0.0
7,12.622651200043038,1900127.4343316022,1900127.4343316022,1900127.4343316022,1487,3500,-9223.553222385995,0.0
8,15.667982700048015,1889315.2981198055,1889315.2981198055,1889315.2981198055,1495,4000,-9223.553222385995,0.0
9,19.088306099991314,1877329.915708659,1877329.915708659,1877329.915708659,1493,4500,-9223.553222385995,0.0
10,23.063404000014998,1865263.093929883,1865263.093929883,1865263.093929883,1489,5000,-9223.553222385995,0.0
11,27.211719900020398,1855969.0755411922,1855969.0755411922,1855969.0755411922,1483,5500,-9223.553222385995,0.0
12,31.348766100010835,1848894.6198884582,1848894.6198884582,1848894.6198884582,1432,6000,-9223.553222385995,0.0
13,35.78022469999269,1837729.890717179,1837729.890717179,1837729.890717179,1452,6500,-9223.553222385995,0.0
14,40.876657200045884,1830461.8213012377,1830461.8213012377,1830461.8213012377,1316,7000,-9223.553222385995,0.0
15,45.73443050007336,1819739.301119886,1819739.301119886,1819739.301119886,1179,7500,-9223.553222385995,0.0
16,50.68117540003732,1809903.3667684286,1809903.3667684286,1809903.3667684286,1135,8000,-9223.553222385995,0.0
17,56.31230340001639,1801403.9804093805,1801403.9804093805,1801403.9804093805,1075,8500,-9223.553222385995,0.0
18,61.705757300020196,1793625.3574076858,1793625.3574076858,1793625.3574076858,1045,9000,-9223.553222385995,0.0
19,67.55582989996765,1787305.7364687498,1787305.7364687498,1787305.7364687498,967,9500,-9223.553222385995,0.0
20,73.58982310001738,1780800.890399998,1780800.890399998,1780800.890399998,898,10000,-9223.553222385995,0.0
