iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,2.6994861000021046,1822547.3536292769,,,2500,3199,500,-4626.348746165309,62986,2500,-4626.348746165309,-4626.348746165309,62986,,,False,False
2,3.653851400002168,1812167.4789448276,,,2495,5694,1000,-6970.028921243806,49513,2495,-6970.028921243806,-6970.028921243806,49513,,,False,False
3,4.997638000000734,1798558.2046068448,,,2495,8189,1500,-3466.7557639310144,40391,2495,-3466.7557639310144,-3466.7557639310144,40391,,,False,False
4,6.618192800000543,1778915.8549473162,,,2495,10684,2000,-3364.3672690542808,37724,2495,-3364.3672690542808,-3364.3672690542808,37724,,,False,False
5,8.63737730000139,1760815.837459087,,,2431,13115,2500,-3242.3900736471237,27609,2431,-3242.3900736471237,-3242.3900736471237,27609,,,False,False
6,11.16988019999917,1746736.4402473485,,,2406,15521,3000,-3157.2934264840715,18738,2406,-3157.2934264840715,-3157.2934264840715,18738,,0.041596128205373915,False,False
7,14.383993900002679,1738117.5309430002,,,2326,17847,3500,-3038.500451120417,15995,2326,-3038.500451120417,-3038.500451120417,15995,,0.04086264038075801,False,False
8,17.78910150000229,1725277.1080242225,,,2131,19978,4000,-2940.911158297859,14081,2131,-2940.911158297859,-2940.911158297859,14081,,0.04074435644891521,False,False
9,21.74638699999923,1714948.2229074521,,,1519,21497,4500,-2891.7901045638673,6240,1519,-2891.7901045638673,-2891.7901045638673,6240,,0.03595877335173817,False,False
10,26.242372400000022,1705899.0506967627,,,1627,23124,5000,-2500.000038297859,7755,1627,-2500.000038297859,-2500.000038297859,7755,,0.031188262618974866,False,False
11,31.16226160000224,1699701.4781254493,,,966,24090,5500,-1485.9094169905625,5401,966,-1465.5170384959306,-1485.9094169905625,5401,,0.026927337770109614,False,False
12,36.51185330000226,1696727.9772746277,,,631,24721,6000,-1485.9094169905625,6434,631,-376.683694182866,-1485.9094169905625,6434,,0.023812862439697637,False,False
13,42.09374640000169,1696585.3703688367,,,597,25318,6500,-1493.5982573514189,8159,597,-322.11228967883926,-1493.5982573514189,8159,,0.01663021987710918,False,False
14,47.89249679999921,1696561.142133227,,,411,25729,7000,-1506.6790607608027,5184,411,-305.6239171497482,-1506.6790607608027,5184,,0.010721653591997294,False,False
15,53.62516070000129,1696560.692113411,,,247,25976,7500,-1500.6316826128937,9085,247,-168.17222667259193,-1500.6316826128937,9085,,0.005474156621130448,False,False
16,59.37762700000167,1696560.6920668283,,,376,26352,8000,-1506.6790607608027,11464,376,-336.3444236725918,-1506.6790607608027,11464,,0.0018478456946951036,False,False
17,65.24533950000114,1696560.692108501,,,206,26558,8500,-1487.193849681054,9418,206,-194.5539208758223,-1487.193849681054,9418,,9.859280236268514e-05,False,False
18,71.1798361000001,1696560.6921136938,,,309,26867,9000,-1485.9094169905625,10657,309,-489.1166785784949,-1485.9094169905625,10657,,1.4545837523938945e-05,False,False
19,77.1293594000017,1696560.6920881805,,,198,27065,9500,-1477.0129983223392,6382,198,-168.17224616999965,-1477.0129983223392,6382,,2.652689817376727e-07,False,False
20,83.46097240000017,1696560.6920828633,1696560.6920560114,1696565.1180130714,229,27294,10000,-1487.193849681054,8920,229,-14.017056736890481,-1487.193849681054,8920,0.0002608775232357018,1.800561183577706e-11,False,True
